         13x5.5MRF-RH             (13x55MRF-RH.dat)
         v2022-0915
         Simulation Date: 03/31/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS:
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Mach (at prop tip)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =       1000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
        0.00      0.0000      0.0000      0.1003      0.0326       2.141      10.381      15.422    1596.585       1.173      68.596       4.381        0.67     270505.    0.7766
        2.99      0.0187      0.0562      0.0982      0.0327       2.144      10.393      15.108    1598.481       1.174      67.200       4.287        0.67     270667.    0.7521
        5.98      0.0374      0.1100      0.0961      0.0327       2.144      10.393      14.779    1598.467       1.174      65.735       4.193        0.67     270838.    0.7276
        8.97      0.0561      0.1613      0.0938      0.0326       2.140      10.375      14.429    1595.786       1.172      64.182       4.101        0.67     271019.    0.7032
       11.96      0.0747      0.2103      0.0914      0.0325       2.133      10.341      14.062    1590.438       1.168      62.550       4.010        0.67     271208.    0.6788
       14.95      0.0934      0.2570      0.0889      0.0323       2.123      10.291      13.681    1582.800       1.163      60.852       3.920        0.67     271407.    0.6545
       17.94      0.1121      0.3014      0.0863      0.0321       2.108      10.222      13.280    1572.198       1.155      59.068       3.831        0.67     271615.    0.6301
       20.93      0.1308      0.3435      0.0836      0.0318       2.090      10.132      12.859    1558.388       1.145      57.199       3.743        0.67     271833.    0.6058
       23.92      0.1495      0.3833      0.0808      0.0315       2.068      10.025      12.425    1541.918       1.133      55.265       3.655        0.67     272060.    0.5815
       26.91      0.1682      0.4209      0.0778      0.0311       2.041       9.895      11.969    1521.858       1.118      53.239       3.567        0.67     272298.    0.5571
       29.90      0.1869      0.4562      0.0747      0.0306       2.010       9.743      11.497    1498.515       1.101      51.140       3.480        0.67     272545.    0.5326
       32.90      0.2055      0.4892      0.0715      0.0301       1.973       9.566      11.004    1471.243       1.081      48.944       3.392        0.67     272803.    0.5079
       35.89      0.2242      0.5198      0.0682      0.0294       1.931       9.365      10.492    1440.310       1.058      46.670       3.304        0.67     273071.    0.4831
       38.88      0.2429      0.5480      0.0648      0.0287       1.885       9.140       9.965    1405.746       1.033      44.324       3.215        0.67     273350.    0.4581
       41.87      0.2616      0.5736      0.0613      0.0279       1.834       8.891       9.422    1367.512       1.005      41.909       3.125        0.67     273639.    0.4330
       44.86      0.2803      0.5965      0.0576      0.0271       1.778       8.618       8.864    1325.564       0.974      39.429       3.033        0.67     273939.    0.4076
       47.85      0.2990      0.6165      0.0539      0.0261       1.716       8.321       8.293    1279.847       0.940      36.886       2.939        0.67     274250.    0.3820
       50.84      0.3177      0.6333      0.0501      0.0251       1.650       7.999       7.708    1230.313       0.904      34.283       2.841        0.67     274571.    0.3561
       53.83      0.3364      0.6466      0.0462      0.0240       1.578       7.652       7.109    1176.915       0.865      31.623       2.740        0.67     274904.    0.3297
       56.82      0.3550      0.6559      0.0423      0.0229       1.501       7.279       6.499    1119.618       0.822      28.910       2.633        0.67     275248.    0.3030
       59.81      0.3737      0.6605      0.0382      0.0216       1.419       6.881       5.878    1058.398       0.777      26.146       2.519        0.68     275603.    0.2757
       62.80      0.3924      0.6596      0.0341      0.0203       1.332       6.458       5.247     993.249       0.730      23.338       2.396        0.68     275970.    0.2477
       65.79      0.4111      0.6520      0.0299      0.0189       1.239       6.009       4.606     924.185       0.679      20.489       2.261        0.68     276348.    0.2190
       68.78      0.4298      0.6359      0.0257      0.0174       1.142       5.535       3.958     851.251       0.625      17.606       2.109        0.68     276738.    0.1894
       71.77      0.4485      0.6088      0.0215      0.0158       1.039       5.036       3.304     774.523       0.569      14.695       1.935        0.68     277140.    0.1587
       74.76      0.4672      0.5666      0.0172      0.0142       0.931       4.513       2.645     694.123       0.510      11.767       1.729        0.68     277553.    0.1269
       77.75      0.4858      0.5029      0.0129      0.0125       0.818       3.968       1.985     610.225       0.448       8.829       1.475        0.68     277978.    0.0938
       80.74      0.5045      0.4067      0.0086      0.0107       0.701       3.401       1.325     523.057       0.384       5.894       1.149        0.68     278413.    0.0597
       83.73      0.5232      0.2569      0.0043      0.0088       0.580       2.814       0.668     432.789       0.318       2.970       0.700        0.68     278854.    0.0258
       86.72      0.5419     -0.0045     -0.0001      0.0069       0.451       2.186      -0.009     336.253       0.247      -0.039      -0.012        0.68     279207.    0.0000



         PROP RPM =      14000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1015      0.0331       2.713      12.214      18.107    2023.150       1.380      80.541       4.059        0.72     291284.    0.7797
        3.26      0.0189      0.0568      0.0994      0.0331       2.716      12.227      17.735    2025.264       1.381      78.887       3.972        0.72     291463.    0.7550
        6.52      0.0378      0.1110      0.0972      0.0331       2.715      12.225      17.345    2024.869       1.381      77.151       3.885        0.72     291651.    0.7303
        9.78      0.0567      0.1629      0.0949      0.0331       2.710      12.202      16.931    2021.046       1.379      75.309       3.800        0.72     291849.    0.7057
       13.04      0.0757      0.2124      0.0925      0.0329       2.700      12.157      16.495    2013.641       1.373      73.369       3.715        0.72     292057.    0.6811
       16.30      0.0946      0.2595      0.0899      0.0328       2.686      12.094      16.041    2003.167       1.366      71.350       3.632        0.72     292276.    0.6566
       19.56      0.1135      0.3043      0.0872      0.0325       2.667      12.007      15.564    1988.848       1.357      69.227       3.549        0.72     292505.    0.6320
       22.82      0.1324      0.3469      0.0844      0.0322       2.642      11.895      15.063    1970.286       1.344      67.000       3.468        0.72     292744.    0.6074
       26.08      0.1513      0.3871      0.0815      0.0319       2.613      11.762      14.545    1948.198       1.329      64.696       3.386        0.72     292994.    0.5829
       29.34      0.1702      0.4251      0.0785      0.0314       2.577      11.600      14.002    1921.391       1.311      62.279       3.305        0.72     293256.    0.5582
       32.60      0.1891      0.4608      0.0753      0.0309       2.535      11.412      13.438    1890.255       1.289      59.773       3.225        0.72     293529.    0.5335
       35.86      0.2081      0.4941      0.0720      0.0303       2.486      11.193      12.849    1853.981       1.265      57.151       3.143        0.72     293813.    0.5086
       39.12      0.2270      0.5251      0.0686      0.0297       2.431      10.945      12.238    1812.924       1.237      54.435       3.062        0.72     294108.    0.4835
       42.38      0.2459      0.5535      0.0651      0.0289       2.370      10.669      11.608    1767.113       1.205      51.634       2.980        0.72     294415.    0.4582
       45.64      0.2648      0.5794      0.0614      0.0281       2.302      10.363      10.960    1716.506       1.171      48.750       2.896        0.72     294733.    0.4327
       48.90      0.2837      0.6025      0.0577      0.0272       2.227      10.028      10.294    1661.043       1.133      45.787       2.811        0.72     295063.    0.4071
       52.16      0.3026      0.6227      0.0539      0.0262       2.147       9.664       9.611    1600.659       1.092      42.749       2.723        0.73     295405.    0.3811
       55.42      0.3215      0.6396      0.0500      0.0251       2.059       9.269       8.912    1535.289       1.047      39.639       2.633        0.73     295759.    0.3547
       58.68      0.3404      0.6529      0.0459      0.0240       1.964       8.844       8.197    1464.884       0.999      36.461       2.538        0.73     296125.    0.3280
       61.94      0.3594      0.6620      0.0419      0.0227       1.863       8.388       7.468    1389.405       0.948      33.219       2.438        0.73     296504.    0.3007
       65.20      0.3783      0.6662      0.0377      0.0214       1.755       7.902       6.726    1308.840       0.893      29.918       2.331        0.73     296895.    0.2729
       68.45      0.3972      0.6646      0.0335      0.0200       1.640       7.385       5.972    1223.204       0.834      26.564       2.214        0.73     297298.    0.2443
       71.71      0.4161      0.6557      0.0292      0.0185       1.519       6.838       5.207    1132.558       0.773      23.162       2.085        0.73     297714.    0.2148
       74.97      0.4350      0.6374      0.0249      0.0170       1.391       6.261       4.434    1037.003       0.707      19.721       1.939        0.73     298144.    0.1843
       78.23      0.4539      0.6067      0.0205      0.0153       1.256       5.655       3.653     936.704       0.639      16.250       1.769        0.73     298585.    0.1526
       81.49      0.4728      0.5587      0.0161      0.0136       1.116       5.022       2.868     831.907       0.567      12.759       1.564        0.73     299040.    0.1195
       84.75      0.4918      0.4853      0.0117      0.0118       0.969       4.365       2.082     722.946       0.493       9.260       1.306        0.73     299507.    0.0851
       88.01      0.5107      0.3719      0.0073      0.0100       0.818       3.684       1.297     610.230       0.416       5.769       0.964        0.73     299985.    0.0495
       91.27      0.5296      0.1890      0.0029      0.0081       0.662       2.982       0.514     493.878       0.337       2.288       0.472        0.73     300463.    0.0153
       94.53      0.5485



         PROP RPM =      15000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1029      0.0338       3.407      14.317      21.080    2540.769       1.618      93.765       3.763        0.77     312055.    0.7799
        3.52      0.0191      0.0569      0.1008      0.0338       3.408      14.320      20.646    2541.407       1.618      91.835       3.685        0.77     312249.    0.7557
        7.04      0.0381      0.1113      0.0986      0.0338       3.405      14.307      20.190    2538.979       1.616      89.804       3.607        0.77     312454.    0.7315
       10.56      0.0572      0.1634      0.0962      0.0337       3.396      14.270      19.706    2532.506       1.612      87.653       3.529        0.77     312669.    0.7072
       14.08      0.0762      0.2131      0.0937      0.0335       3.381      14.208      19.195    2521.540       1.605      85.381       3.453        0.77     312896.    0.6828
       17.60      0.0953      0.2605      0.0911      0.0333       3.362      14.125      18.663    2506.705       1.596      83.011       3.377        0.77     313134.    0.6584
       21.12      0.1144      0.3056      0.0884      0.0331       3.335      14.015      18.103    2487.238       1.583      80.522       3.301        0.77     313384.    0.6340
       24.64      0.1334      0.3485      0.0855      0.0327       3.302      13.875      17.515    2462.392       1.568      77.908       3.226        0.77     313645.    0.6094
       28.16      0.1525      0.3890      0.0826      0.0324       3.263      13.710      16.906    2433.088       1.549      75.199       3.152        0.77     313917.    0.5849
       31.68      0.1715      0.4273      0.0794      0.0319       3.216      13.511      16.268    2397.849       1.527      72.359       3.077        0.77     314202.    0.5602
       35.20      0.1906      0.4633      0.0762      0.0313       3.161      13.282      15.605    2357.089       1.501      69.411       3.003        0.77     314499.    0.5354
       38.72      0.2097      0.4970      0.0728      0.0307       3.097      13.015      14.911    2309.794       1.470      66.325       2.928        0.78     314809.    0.5103
       42.24      0.2287      0.5283      0.0693      0.0300       3.026      12.714      14.193    2256.409       1.436      63.129       2.853        0.78     315130.    0.4851
       45.76      0.2478      0.5571      0.0657      0.0292       2.946      12.380      13.451    2196.974       1.399      59.831       2.777        0.78     315464.    0.4597
       49.28      0.2668      0.5832      0.0620      0.0283       2.858      12.010      12.688    2131.451       1.357      56.435       2.700        0.78     315811.    0.4341
       52.80      0.2859      0.6067      0.0581      0.0274       2.762      11.607      11.903    2059.790       1.311      52.945       2.621        0.78     316170.    0.4082
       56.32      0.3050      0.6271      0.0542      0.0264       2.658      11.168      11.099    1981.944       1.262      49.367       2.540        0.78     316542.    0.3819
       59.84      0.3240      0.6441      0.0502      0.0252       2.545      10.694      10.275    1897.890       1.208      45.703       2.456        0.78     316927.    0.3553
       63.36      0.3431      0.6574      0.0461      0.0240       2.424      10.186       9.433    1807.610       1.151      41.959       2.367        0.78     317326.    0.3281
       66.87      0.3622      0.6664      0.0419      0.0228       2.295       9.642       8.575    1711.131       1.089      38.140       2.273        0.78     317738.    0.3004
       70.39      0.3812      0.6701      0.0376      0.0214       2.157       9.064       7.700    1608.517       1.024      34.251       2.171        0.78     318163.    0.2720
       73.91      0.4003      0.6675      0.0333      0.0199       2.011       8.452       6.812    1499.899       0.955      30.299       2.060        0.78     318602.    0.2427
       77.43      0.4193      0.6569      0.0289      0.0184       1.858       7.807       5.911    1385.472       0.882      26.292       1.935        0.78     319054.    0.2123
       80.95      0.4384      0.6359      0.0244      0.0168       1.697       7.131       5.000    1265.524       0.806      22.238       1.792        0.78     319521.    0.1808
       84.47      0.4575      0.6010      0.0199      0.0152       1.529       6.426       4.080    1140.452       0.726      18.150       1.623        0.78     320001.    0.1480
       87.99      0.4765      0.5464      0.0154      0.0134       1.355       5.696       3.156    1010.776       0.643      14.039       1.416        0.78     320495.    0.1136
       91.51      0.4956      0.4627      0.0109      0.0117       1.176       4.943       2.231     877.140       0.558       9.921       1.153        0.78     321002.    0.0778
       95.03      0.5146      0.3336      0.0064      0.0098       0.993       4.171       1.307     740.246       0.471       5.813       0.801        0.78     321520.    0.0413
       98.55      0.5337      0.1253      0.0019      0.0080       0.804       3.380       0.383     599.820       0.382       1.706       0.290        0.78     322028.    0.0081
      102.07      0.5528



         PROP RPM =      16000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1046      0.0352       4.306      16.963      24.371    3210.994       1.916     108.402       3.443        0.83     332813.    0.7671
        3.68      0.0187      0.0546      0.1025      0.0351       4.297      16.928      23.883    3204.401       1.912     106.232       3.381        0.83     333018.    0.7457
        7.36      0.0374      0.1071      0.1003      0.0350       4.284      16.874      23.369    3194.285       1.906     103.946       3.318        0.83     333233.    0.7240
       11.05      0.0561      0.1577      0.0980      0.0348       4.264      16.799      22.826    3179.971       1.898     101.532       3.256        0.83     333460.    0.7021
       14.73      0.0748      0.2062      0.0955      0.0346       4.238      16.696      22.252    3160.479       1.886      98.977       3.193        0.83     333699.    0.6799
       18.41      0.0935      0.2527      0.0929      0.0344       4.206      16.569      21.652    3136.517       1.872      96.306       3.131        0.83     333949.    0.6576
       22.09      0.1122      0.2972      0.0902      0.0341       4.168      16.418      21.024    3107.926       1.855      93.514       3.068        0.83     334211.    0.6350
       25.78      0.1309      0.3396      0.0874      0.0337       4.121      16.234      20.363    3073.165       1.834      90.573       3.005        0.83     334485.    0.6121
       29.46      0.1496      0.3800      0.0844      0.0332       4.068      16.024      19.677    3033.323       1.810      87.521       2.942        0.83     334770.    0.5891
       33.14      0.1682      0.4182      0.0814      0.0327       4.006      15.781      18.960    2987.400       1.783      84.333       2.879        0.83     335068.    0.5657
       36.82      0.1869      0.4544      0.0782      0.0322       3.936      15.506      18.215    2935.184       1.752      81.020       2.815        0.83     335379.    0.5422
       40.50      0.2056      0.4883      0.0748      0.0315       3.856      15.191      17.435    2875.713       1.716      77.553       2.750        0.83     335702.    0.5183
       44.19      0.2243      0.5200      0.0714      0.0308       3.767      14.840      16.627    2809.288       1.677      73.956       2.684        0.83     336038.    0.4941
       47.87      0.2430      0.5494      0.0678      0.0300       3.669      14.454      15.792    2736.105       1.633      70.243       2.618        0.83     336386.    0.4696
       51.55      0.2617      0.5760      0.0641      0.0291       3.563      14.037      14.932    2657.200       1.586      66.419       2.549        0.83     336747.    0.4446
       55.23      0.2804      0.5999      0.0603      0.0282       3.449      13.587      14.049    2571.958       1.535      62.488       2.478        0.83     337121.    0.4191
       58.92      0.2991      0.6208      0.0564      0.0272       3.326      13.101      13.142    2479.941       1.480      58.456       2.404        0.83     337508.    0.3933
       62.60      0.3178      0.6385      0.0524      0.0261       3.193      12.578      12.214    2381.095       1.421      54.328       2.327        0.83     337908.    0.3670
       66.28      0.3365      0.6524      0.0483      0.0249       3.052      12.021      11.265    2275.649       1.358      50.107       2.245        0.83     338322.    0.3401
       69.96      0.3552      0.6620      0.0442      0.0237       2.902      11.430      10.297    2163.653       1.291      45.799       2.158        0.83     338749.    0.3126
       73.64      0.3739      0.6666      0.0400      0.0224       2.743      10.805       9.310    2045.342       1.221      41.411       2.065        0.83     339190.    0.2843
       77.33      0.3926      0.6649      0.0356      0.0211       2.576      10.148       8.307    1921.042       1.147      36.948       1.961        0.83     339645.    0.2551
       81.01      0.4113      0.6554      0.0313      0.0196       2.402       9.462       7.289    1791.215       1.069      32.419       1.846        0.83     340114.    0.2249
       84.69      0.4300      0.6362      0.0269      0.0182       2.221       8.750       6.258    1656.376       0.989      27.834       1.714        0.83     340596.    0.1935
       88.37      0.4487      0.6042      0.0224      0.0166       2.035       8.015       5.216    1517.152       0.905      23.202       1.559        0.83     341093.    0.1608
       92.06      0.4674      0.5551      0.0179      0.0151       1.843       7.260       4.167    1374.314       0.820      18.537       1.375        0.83     341604.    0.1267
       95.74      0.4861      0.4825      0.0134      0.0135       1.648       6.491       3.115    1228.789       0.733      13.854       1.150        0.83     342128.    0.0916
       99.42      0.5047      0.3768      0.0088      0.0119       1.450       5.714       2.062    1081.573       0.646       9.170       0.865        0.84     342666.    0.0560
      103.10      0.5234      0.2222      0.0043      0.0102       1.252       4.931       1.012     933.410       0.557       4.500       0.492        0.84     343210.    0.0223
      106.78      0.5421     -0.0236     -0.0004      0.0085       1.035       4.076      -0.086     771.551       0.460      -0.381      -0.050        0.84     343591.    0.0000



         PROP RPM =      17000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1064      0.0379       5.567      20.642      27.978    4151.650       2.332     124.447       3.057        0.88     353559.    0.7298
        3.91      0.0187      0.0516      0.1043      0.0377       5.536      20.524      27.427    4127.919       2.319     121.997       3.014        0.88     353778.    0.7124
        7.82      0.0374      0.1018      0.1021      0.0375       5.498      20.384      26.845    4099.736       2.303     119.408       2.970        0.88     354010.    0.6946
       11.73      0.0560      0.1504      0.0997      0.0372       5.454      20.220      26.231    4066.906       2.284     116.678       2.926        0.88     354252.    0.6763
       15.63      0.0747      0.1974      0.0972      0.0368       5.402      20.026      25.580    4027.908       2.263     113.779       2.880        0.88     354508.    0.6576
       19.54      0.0934      0.2429      0.0946      0.0364       5.342      19.806      24.896    3983.490       2.238     110.739       2.835        0.88     354775.    0.6384
       23.45      0.1121      0.2866      0.0919      0.0359       5.276      19.560      24.183    3934.059       2.210     107.565       2.788        0.88     355055.    0.6188
       27.36      0.1307      0.3287      0.0891      0.0354       5.200      19.279      23.430    3877.556       2.178     104.215       2.741        0.88     355348.    0.5988
       31.27      0.1494      0.3691      0.0861      0.0349       5.116      18.969      22.646    3815.181       2.143     100.731       2.692        0.88     355654.    0.5783
       35.18      0.1681      0.4075      0.0830      0.0342       5.024      18.627      21.829    3746.447       2.104      97.097       2.643        0.88     355972.    0.5573
       39.08      0.1868      0.4442      0.0798      0.0335       4.922      18.250      20.979    3670.591       2.062      93.314       2.592        0.88     356305.    0.5359
       42.99      0.2054      0.4788      0.0764      0.0328       4.810      17.833      20.089    3586.827       2.015      89.355       2.540        0.88     356650.    0.5139
       46.90      0.2241      0.5113      0.0729      0.0319       4.687      17.379      19.165    3495.340       1.963      85.245       2.487        0.88     357008.    0.4914
       50.81      0.2428      0.5417      0.0692      0.0310       4.555      16.886      18.210    3396.368       1.908      81.000       2.432        0.88     357380.    0.4684
       54.72      0.2615      0.5696      0.0655      0.0301       4.413      16.360      17.227    3290.494       1.848      76.626       2.375        0.88     357765.    0.4449
       58.63      0.2801      0.5939      0.0616      0.0291       4.268      15.825      16.216    3182.806       1.788      72.127       2.311        0.88     358164.    0.4200
       62.54      0.2988      0.6142      0.0577      0.0281       4.121      15.278      15.177    3072.877       1.726      67.508       2.240        0.88     358577.    0.3939
       66.44      0.3175      0.6303      0.0537      0.0270       3.967      14.708      14.113    2958.311       1.662      62.776       2.164        0.88     359004.    0.3669
       70.35      0.3362      0.6422      0.0495      0.0259       3.805      14.107      13.026    2837.254       1.594      57.938       2.082        0.88     359444.    0.3392
       74.26      0.3548      0.6491      0.0453      0.0248       3.635      13.476      11.915    2710.488       1.523      53.000       1.994        0.88     359899.    0.3107
       78.17      0.3735      0.6502      0.0410      0.0236       3.457      12.819      10.784    2578.191       1.448      47.969       1.897        0.88     360368.    0.2812
       82.08      0.3922      0.6441      0.0366      0.0223       3.273      12.137       9.634    2441.039       1.371      42.852       1.790        0.88     360852.    0.2508
       85.99      0.4109      0.6294      0.0322      0.0210       3.084      11.435       8.467    2299.823       1.292      37.660       1.670        0.88     361350.    0.2193
       89.89      0.4295      0.6041      0.0277      0.0197       2.891      10.717       7.285    2155.605       1.211      32.402       1.533        0.88     361863.    0.1867
       93.80      0.4482      0.5654      0.0232      0.0184       2.695       9.990       6.091    2009.325       1.129      27.091       1.375        0.89     362391.    0.1531
       97.71      0.4669      0.5100      0.0186      0.0170       2.497       9.258       4.888    1862.088       1.046      21.743       1.191        0.89     362934.    0.1188
      101.62      0.4856      0.4337      0.0140      0.0157       2.300       8.528       3.682    1715.175       0.963      16.376       0.974        0.89     363491.    0.0843
      105.53      0.5042      0.3309      0.0094      0.0143       2.105       7.805       2.475    1569.906       0.882      11.010       0.715        0.89     364062.    0.0508
      109.44      0.5229      0.1941      0.0048      0.0130       1.914       7.095       1.273    1426.978       0.802       5.663       0.405        0.89     364641.    0.0206
      113.34      0.5416      0.0085      0.0002      0.0117       1.712       6.348       0.048    1276.751       0.717       0.214       0.017        0.89     365158.    0.0002



         PROP RPM =      18000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1078      0.0424       7.391      25.879      31.803    5511.172       2.924     141.460       2.617        0.93     374306.    0.6662
        4.20      0.0189      0.0477      0.1058      0.0420       7.323      25.642      31.189    5460.723       2.897     138.730       2.591        0.93     374542.    0.6530
        8.39      0.0379      0.0943      0.1035      0.0416       7.246      25.372      30.537    5403.241       2.867     135.827       2.563        0.93     374790.    0.6394
       12.59      0.0568      0.1399      0.1012      0.0411       7.160      25.071      29.846    5339.253       2.833     132.756       2.535        0.93     375053.    0.6252
       16.78      0.0757      0.1844      0.0987      0.0405       7.063      24.732      29.110    5267.017       2.794     129.482       2.507        0.93     375328.    0.6105
       20.98      0.0947      0.2279      0.0961      0.0399       6.956      24.359      28.335    5187.452       2.752     126.034       2.477        0.93     375618.    0.5952
       25.17      0.1136      0.2701      0.0933      0.0393       6.841      23.955      27.524    5101.577       2.706     122.425       2.447        0.93     375921.    0.5795
       29.37      0.1325      0.3110      0.0904      0.0385       6.715      23.511      26.665    5007.011       2.656     118.607       2.416        0.93     376239.    0.5630
       33.57      0.1515      0.3506      0.0874      0.0378       6.578      23.034      25.770    4905.299       2.602     114.625       2.383        0.93     376570.    0.5460
       37.76      0.1704      0.3888      0.0842      0.0369       6.432      22.521      24.835    4796.122       2.544     110.464       2.349        0.93     376916.    0.5283
       41.96      0.1893      0.4254      0.0809      0.0360       6.274      21.969      23.859    4678.649       2.482     106.124       2.313        0.93     377276.    0.5099
       46.15      0.2083      0.4604      0.0774      0.0350       6.104      21.375      22.836    4551.992       2.415     101.574       2.275        0.93     377651.    0.4908
       50.35      0.2272      0.4935      0.0738      0.0340       5.923      20.739      21.773    4416.623       2.343      96.845       2.236        0.93     378040.    0.4709
       54.54      0.2461      0.5247      0.0701      0.0329       5.730      20.064      20.673    4272.890       2.267      91.955       2.194        0.93     378444.    0.4504
       58.74      0.2651      0.5538      0.0663      0.0317       5.526      19.350      19.540    4120.867       2.186      86.913       2.151        0.93     378863.    0.4291
       62.94      0.2840      0.5798      0.0623      0.0305       5.318      18.621      18.374    3965.492       2.104      81.726       2.102        0.93     379296.    0.4066
       67.13      0.3030      0.5998      0.0582      0.0294       5.126      17.947      17.174    3822.088       2.028      76.391       2.038        0.93     379744.    0.3812
       71.33      0.3219      0.6121      0.0541      0.0284       4.954      17.348      15.943    3694.469       1.960      70.916       1.957        0.93     380208.    0.3528
       75.52      0.3408      0.6186      0.0498      0.0274       4.780      16.739      14.684    3564.764       1.891      65.315       1.868        0.93     380686.    0.3232
       79.72      0.3598      0.6190      0.0454      0.0264       4.602      16.113      13.399    3431.438       1.820      59.600       1.771        0.93     381180.    0.2926
       83.91      0.3787      0.6121      0.0410      0.0254       4.420      15.476      12.091    3295.683       1.748      53.779       1.664        0.93     381690.    0.2612
       88.11      0.3976      0.5970      0.0365      0.0243       4.235      14.829      10.761    3158.039       1.675      47.864       1.546        0.94     382215.    0.2288
       92.31      0.4166      0.5721      0.0319      0.0232       4.050      14.180       9.413    3019.788       1.602      41.867       1.414        0.94     382756.    0.1958
       96.50      0.4355      0.5359      0.0273      0.0222       3.865      13.534       8.049    2882.286       1.529      35.803       1.267        0.94     383312.    0.1622
      100.70      0.4544      0.4865      0.0226      0.0211       3.684      12.900       6.675    2747.269       1.457      29.691       1.102        0.94     383885.    0.1285
      104.89      0.4734      0.4222      0.0180      0.0201       3.508      12.284       5.295    2615.961       1.388      23.552       0.918        0.94     384473.    0.0954
      109.09      0.4923      0.3411      0.0133      0.0192       3.339      11.690       3.914    2489.559       1.321      17.411       0.713        0.94     385078.    0.0637
      113.28      0.5112      0.2415      0.0086      0.0182       3.177      11.124       2.540    2369.027       1.257      11.296       0.486        0.94     385697.    0.0350
      117.48      0.5302      0.1216      0.0040      0.0173       3.022      10.581       1.173    2253.374       1.195       5.218       0.236        0.94     386325.    0.0115
      121.67      0.5491



