         7x11E                    (7x11E.dat)
         v2022-0915
         Simulation Date: 11/07/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS:
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Mach (at prop tip)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =       1000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       99.91      1.1594      0.8117      0.1185      0.1692       0.503       2.437       1.532     374.897       0.275       6.813       1.853        0.38      95350.    0.1923
      105.17      1.2205      0.8246      0.1085      0.1606       0.477       2.314       1.403     355.888       0.261       6.242       1.789        0.39      96345.    0.1776
      110.43      1.2815      0.8349      0.0977      0.1500       0.446       2.161       1.264     332.430       0.244       5.622       1.725        0.39      97378.    0.1625
      115.69      1.3425      0.8415      0.0863      0.1377       0.409       1.984       1.116     305.159       0.224       4.965       1.659        0.39      98446.    0.1469
      120.95      1.4035      0.8429      0.0744      0.1239       0.368       1.785       0.962     274.607       0.202       4.281       1.590        0.40      99547.    0.1307
      126.21      1.4646      0.8366      0.0622      0.1089       0.323       1.568       0.804     241.219       0.177       3.577       1.512        0.40     100681.    0.1136
      131.47      1.5256      0.8182      0.0497      0.0927       0.275       1.335       0.643     205.393       0.151       2.860       1.420        0.40     101845.    0.0954
      136.72      1.5866      0.7794      0.0371      0.0756       0.225       1.089       0.480     167.519       0.123       2.136       1.300        0.40     103040.    0.0755
      141.98      1.6476      0.7008      0.0246      0.0578       0.172       0.832       0.318     128.009       0.094       1.413       1.126        0.41     104263.    0.0532
      147.24      1.7086      0.5264      0.0121      0.0394       0.117       0.568       0.157      87.321       0.064       0.698       0.816        0.41     105514.    0.0271
      152.50      1.7697     -0.0011      0.0000      0.0207       0.062       0.299       0.000      45.972       0.034      -0.001      -0.002        0.41     106792.    0.0000



         PROP RPM =      14000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1510      0.1247       0.463       2.083       2.265     345.060       0.235      10.075       2.977        0.39      91536.    0.3756
        5.67      0.0610      0.0733      0.1508      0.1255       0.466       2.097       2.261     347.271       0.237      10.058       2.953        0.39      91706.    0.3723
       11.33      0.1221      0.1452      0.1506      0.1267       0.470       2.117       2.259     350.578       0.239      10.049       2.923        0.39      91911.    0.3683
       17.00      0.1831      0.2150      0.1507      0.1283       0.476       2.144       2.259     355.157       0.242      10.050       2.885        0.39      92155.    0.3636
       22.66      0.2442      0.2822      0.1508      0.1305       0.484       2.180       2.261     361.161       0.246      10.059       2.840        0.39      92441.    0.3580
       28.33      0.3052      0.3461      0.1511      0.1332       0.494       2.226       2.265     368.705       0.251      10.077       2.787        0.39      92773.    0.3516
       33.99      0.3663      0.4062      0.1514      0.1365       0.507       2.281       2.271     377.853       0.258      10.101       2.726        0.39      93152.    0.3443
       39.66      0.4273      0.4621      0.1518      0.1404       0.521       2.346       2.277     388.604       0.265      10.129       2.658        0.39      93581.    0.3362
       45.32      0.4884      0.5133      0.1523      0.1449       0.538       2.420       2.283     400.880       0.273      10.157       2.584        0.39      94059.    0.3272
       50.99      0.5494      0.5597      0.1526      0.1498       0.556       2.502       2.288     414.502       0.283      10.179       2.504        0.39      94589.    0.3175
       56.65      0.6105      0.6013      0.1528      0.1551       0.576       2.591       2.291     429.168       0.293      10.190       2.421        0.40      95170.    0.3072
       62.32      0.6715      0.6382      0.1526      0.1606       0.596       2.683       2.289     444.426       0.303      10.181       2.336        0.40      95803.    0.2962
       67.98      0.7326      0.6705      0.1520      0.1661       0.616       2.775       2.280     459.645       0.314      10.141       2.250        0.40      96488.    0.2848
       73.65      0.7936      0.6988      0.1508      0.1713       0.636       2.862       2.262     473.981       0.323      10.061       2.164        0.40      97224.    0.2729
       79.31      0.8546      0.7236      0.1488      0.1757       0.652       2.936       2.231     486.341       0.332       9.925       2.081        0.40      98012.    0.2606
       84.98      0.9157      0.7452      0.1457      0.1790       0.664       2.990       2.185     495.336       0.338       9.717       2.000        0.40      98850.    0.2478
       90.64      0.9767      0.7645      0.1412      0.1804       0.670       3.014       2.118     499.299       0.341       9.420       1.924        0.41      99738.    0.2347
       96.31      1.0378      0.7821      0.1352      0.1795       0.666       2.998       2.028     496.657       0.339       9.022       1.852        0.41     100675.    0.2211
      101.98      1.0988      0.7983      0.1277      0.1758       0.653       2.938       1.916     486.612       0.332       8.522       1.786        0.41     101660.    0.2072
      107.64      1.1599      0.8132      0.1189      0.1696       0.629       2.833       1.783     469.328       0.320       7.932       1.723        0.41     102691.    0.1929
      113.31      1.2209      0.8263      0.1090      0.1610       0.597       2.690       1.634     445.539       0.304       7.268       1.663        0.42     103764.    0.1782
      118.97      1.2820      0.8368      0.0981      0.1504       0.558       2.512       1.472     416.120       0.284       6.547       1.604        0.42     104877.    0.1632
      124.64      1.3430      0.8437      0.0867      0.1380       0.512       2.305       1.300     381.874       0.260       5.783       1.544        0.42     106028.    0.1476
      130.30      1.4041      0.8455      0.0747      0.1241       0.461       2.074       1.121     343.469       0.234       4.986       1.480        0.43     107215.    0.1314
      135.97      1.4651      0.8399      0.0624      0.1089       0.404       1.820       0.937     301.469       0.206       4.166       1.409        0.43     108437.    0.1143
      141.63      1.5262      0.8225      0.0499      0.0926       0.344       1.548       0.749     256.375       0.175       3.330       1.325        0.43     109692.    0.0961
      147.30      1.5872      0.7849      0.0373      0.0754       0.280       1.260       0.559     208.681       0.142       2.488       1.216        0.44     110979.    0.0762
      152.96      1.6483      0.7080      0.0247      0.0574       0.213       0.959       0.370     158.908       0.108       1.645       1.056        0.44     112297.    0.0538
      158.63      1.7093      0.5350      0.0122      0.0389       0.144       0.650       0.183     107.638       0.073       0.812       0.769        0.44     113645.    0.0276
      164.29      1.7703     -0.0033      0.0000      0.0201       0.074       0.335      -0.001      55.529       0.038      -0.003      -0.005        0.45     115022.    0.0000



         PROP RPM =      15000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1511      0.1247       0.569       2.392       2.601     424.425       0.270      11.570       2.780        0.42      98074.    0.3758
        6.07      0.0611      0.0734      0.1508      0.1255       0.573       2.407       2.597     427.117       0.272      11.551       2.758        0.42      98255.    0.3725
       12.14      0.1221      0.1453      0.1507      0.1267       0.578       2.430       2.595     431.160       0.274      11.542       2.730        0.42      98475.    0.3686
       18.22      0.1832      0.2152      0.1507      0.1283       0.586       2.461       2.595     436.770       0.278      11.543       2.695        0.42      98737.    0.3639
       24.29      0.2443      0.2824      0.1509      0.1305       0.596       2.503       2.598     444.137       0.283      11.554       2.653        0.42      99044.    0.3584
       30.36      0.3053      0.3465      0.1512      0.1332       0.608       2.555       2.602     453.404       0.289      11.575       2.603        0.42      99399.    0.3520
       36.43      0.3664      0.4067      0.1515      0.1365       0.623       2.618       2.609     464.655       0.296      11.604       2.547        0.42      99806.    0.3448
       42.50      0.4274      0.4627      0.1520      0.1404       0.641       2.693       2.616     477.892       0.304      11.637       2.483        0.42     100265.    0.3367
       48.57      0.4885      0.5140      0.1524      0.1448       0.661       2.778       2.624     493.023       0.314      11.671       2.414        0.42     100778.    0.3278
       54.65      0.5496      0.5605      0.1528      0.1498       0.684       2.873       2.630     509.833       0.325      11.699       2.340        0.42     101346.    0.3181
       60.72      0.6106      0.6022      0.1530      0.1551       0.708       2.975       2.633     527.956       0.336      11.713       2.262        0.42     101969.    0.3077
       66.79      0.6717      0.6391      0.1529      0.1607       0.733       3.081       2.632     546.841       0.348      11.705       2.183        0.43     102647.    0.2968
       72.86      0.7328      0.6715      0.1523      0.1662       0.759       3.188       2.622     565.713       0.360      11.663       2.102        0.43     103381.    0.2854
       78.93      0.7938      0.6999      0.1511      0.1714       0.783       3.288       2.602     583.534       0.371      11.574       2.023        0.43     104170.    0.2735
       85.00      0.8549      0.7246      0.1491      0.1760       0.803       3.375       2.568     598.953       0.381      11.421       1.944        0.43     105014.    0.2612
       91.08      0.9160      0.7463      0.1461      0.1793       0.818       3.439       2.515     610.255       0.389      11.186       1.869        0.43     105913.    0.2485
       97.15      0.9770      0.7656      0.1417      0.1808       0.825       3.468       2.439     615.375       0.392      10.849       1.798        0.44     106865.    0.2353
      103.22      1.0381      0.7832      0.1357      0.1799       0.821       3.450       2.337     612.347       0.390      10.394       1.731        0.44     107870.    0.2218
      109.29      1.0991      0.7995      0.1282      0.1763       0.805       3.382       2.208     600.147       0.382       9.821       1.669        0.44     108926.    0.2078
      115.36      1.1602      0.8145      0.1194      0.1701       0.776       3.262       2.056     578.950       0.369       9.143       1.610        0.44     110030.    0.1935
      121.43      1.2213      0.8277      0.1094      0.1615       0.737       3.097       1.884     549.648       0.350       8.380       1.555        0.45     111181.    0.1789
      127.51      1.2823      0.8384      0.0986      0.1508       0.688       2.892       1.697     513.324       0.327       7.550       1.500        0.45     112374.    0.1638
      133.58      1.3434      0.8457      0.0871      0.1384       0.632       2.654       1.500     470.973       0.300       6.670       1.444        0.45     113608.    0.1482
      139.65      1.4045      0.8480      0.0751      0.1244       0.568       2.386       1.293     423.430       0.270       5.751       1.385        0.46     114881.    0.1320
      145.72      1.4655      0.8429      0.0628      0.1091       0.498       2.093       1.080     371.394       0.236       4.806       1.320        0.46     116191.    0.1150
      151.79      1.5266      0.8264      0.0502      0.0927       0.423       1.778       0.864     315.490       0.201       3.842       1.242        0.46     117536.    0.0968
      157.86      1.5877      0.7901      0.0375      0.0753       0.344       1.444       0.645     256.332       0.163       2.870       1.142        0.47     118916.    0.0769
      163.94      1.6487      0.7149      0.0248      0.0572       0.261       1.096       0.427     194.569       0.124       1.898       0.995        0.47     120329.    0.0545
      170.01      1.7098      0.5435      0.0122      0.0385       0.176       0.738       0.210     130.929       0.083       0.936       0.729        0.47     121775.    0.0280
      176.08      1.7708     -0.0048     -0.0001      0.0195       0.089       0.373      -0.001      66.234       0.042      -0.004      -0.006        0.48     123250.    0.0000



         PROP RPM =      16000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1512      0.1248       0.691       2.722       2.961     515.352       0.308      13.170       2.606        0.44     104611.    0.3759
        6.48      0.0611      0.0734      0.1509      0.1255       0.695       2.739       2.956     518.584       0.310      13.148       2.585        0.44     104805.    0.3726
       12.96      0.1222      0.1454      0.1508      0.1267       0.702       2.765       2.954     523.455       0.312      13.138       2.559        0.44     105039.    0.3687
       19.43      0.1832      0.2153      0.1508      0.1284       0.711       2.801       2.954     530.232       0.316      13.140       2.527        0.45     105318.    0.3641
       25.91      0.2443      0.2826      0.1510      0.1305       0.723       2.848       2.957     539.147       0.322      13.154       2.488        0.45     105646.    0.3586
       32.39      0.3054      0.3467      0.1513      0.1332       0.738       2.907       2.963     550.376       0.328      13.179       2.442        0.45     106025.    0.3523
       38.87      0.3665      0.4070      0.1516      0.1365       0.756       2.980       2.970     564.024       0.337      13.213       2.389        0.45     106459.    0.3451
       45.34      0.4275      0.4631      0.1521      0.1404       0.778       3.064       2.979     580.100       0.346      13.252       2.329        0.45     106949.    0.3370
       51.82      0.4886      0.5145      0.1526      0.1449       0.803       3.162       2.988     598.499       0.357      13.292       2.265        0.45     107496.    0.3282
       58.30      0.5497      0.5611      0.1529      0.1498       0.830       3.270       2.996     618.966       0.369      13.326       2.195        0.45     108102.    0.3185
       64.78      0.6108      0.6028      0.1532      0.1552       0.860       3.387       3.000     641.065       0.383      13.346       2.123        0.45     108766.    0.3082
       71.26      0.6718      0.6398      0.1531      0.1608       0.891       3.508       2.999     664.134       0.396      13.340       2.048        0.45     109490.    0.2973
       77.73      0.7329      0.6723      0.1526      0.1664       0.922       3.630       2.989     687.234       0.410      13.296       1.973        0.46     110273.    0.2859
       84.21      0.7940      0.7007      0.1515      0.1717       0.951       3.746       2.967     709.105       0.423      13.198       1.898        0.46     111115.    0.2741
       90.69      0.8551      0.7255      0.1495      0.1763       0.976       3.846       2.929     728.104       0.435      13.029       1.825        0.46     112016.    0.2618
       97.17      0.9161      0.7472      0.1465      0.1797       0.995       3.920       2.870     742.140       0.443      12.766       1.754        0.46     112974.    0.2491
      103.64      0.9772      0.7665      0.1422      0.1812       1.004       3.955       2.785     748.686       0.447      12.386       1.687        0.47     113990.    0.2360
      110.12      1.0383      0.7841      0.1363      0.1804       0.999       3.937       2.669     745.316       0.445      11.872       1.624        0.47     115063.    0.2224
      116.60      1.0994      0.8005      0.1288      0.1769       0.980       3.860       2.523     730.734       0.436      11.222       1.566        0.47     116190.    0.2085
      123.08      1.1604      0.8155      0.1199      0.1707       0.946       3.725       2.350     705.109       0.421      10.451       1.511        0.47     117368.    0.1942
      129.56      1.2215      0.8288      0.1100      0.1621       0.898       3.537       2.154     669.512       0.400       9.581       1.459        0.48     118596.    0.1795
      136.03      1.2826      0.8398      0.0991      0.1514       0.838       3.303       1.941     625.263       0.373       8.635       1.408        0.48     119870.    0.1645
      142.51      1.3437      0.8474      0.0876      0.1388       0.769       3.030       1.715     573.585       0.342       7.629       1.356        0.48     121187.    0.1489
      148.99      1.4047      0.8502      0.0755      0.1248       0.691       2.723       1.479     515.504       0.308       6.580       1.302        0.49     122545.    0.1327
      155.47      1.4658      0.8458      0.0631      0.1094       0.606       2.387       1.236     451.877       0.270       5.499       1.241        0.49     123943.    0.1157
      161.94      1.5269      0.8301      0.0505      0.0928       0.514       2.026       0.989     383.474       0.229       4.397       1.169        0.49     125379.    0.0975
      168.42      1.5880      0.7951      0.0377      0.0753       0.417       1.643       0.738     311.047       0.186       3.285       1.077        0.50     126851.    0.0776
      174.90      1.6491      0.7215      0.0249      0.0570       0.316       1.244       0.488     235.396       0.140       2.172       0.941        0.50     128359.    0.0551
      181.38      1.7101      0.5518      0.0123      0.0381       0.211       0.832       0.241     157.418       0.094       1.071       0.694        0.51     129902.    0.0285
      187.86      1.7712     -0.0056     -0.0001      0.0189       0.105       0.413      -0.001      78.131       0.047      -0.005      -0.007        0.51     131476.    0.0000



         PROP RPM =      17000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1512      0.1249       0.830       3.076       3.344     618.723       0.348      14.874       2.451        0.47     111148.    0.3757
        6.88      0.0611      0.0734      0.1510      0.1256       0.835       3.095       3.339     622.552       0.350      14.850       2.432        0.47     111354.    0.3725
       13.77      0.1222      0.1453      0.1509      0.1268       0.843       3.124       3.336     628.349       0.353      14.839       2.408        0.47     111603.    0.3687
       20.65      0.1833      0.2153      0.1509      0.1284       0.853       3.164       3.337     636.435       0.358      14.842       2.378        0.47     111900.    0.3641
       27.53      0.2443      0.2826      0.1511      0.1306       0.868       3.217       3.340     647.091       0.363      14.858       2.341        0.47     112248.    0.3587
       34.42      0.3054      0.3468      0.1514      0.1333       0.886       3.284       3.347     660.533       0.371      14.887       2.298        0.47     112651.    0.3525
       41.30      0.3665      0.4072      0.1518      0.1366       0.908       3.365       3.356     676.891       0.380      14.927       2.249        0.48     113112.    0.3453
       48.19      0.4276      0.4633      0.1522      0.1405       0.934       3.461       3.366     696.183       0.391      14.973       2.193        0.48     113632.    0.3373
       55.07      0.4887      0.5148      0.1527      0.1450       0.963       3.571       3.377     718.291       0.403      15.021       2.132        0.48     114214.    0.3285
       61.95      0.5498      0.5615      0.1531      0.1499       0.996       3.694       3.386     742.920       0.417      15.062       2.067        0.48     114857.    0.3189
       68.84      0.6109      0.6033      0.1534      0.1553       1.032       3.826       3.392     769.554       0.432      15.087       1.999        0.48     115564.    0.3086
       75.72      0.6719      0.6403      0.1534      0.1609       1.069       3.965       3.391     797.410       0.448      15.085       1.929        0.48     116333.    0.2978
       82.60      0.7330      0.6729      0.1529      0.1666       1.107       4.104       3.381     825.366       0.464      15.040       1.858        0.48     117165.    0.2864
       89.49      0.7941      0.7013      0.1518      0.1719       1.142       4.236       3.358     851.912       0.479      14.935       1.788        0.49     118060.    0.2746
       96.37      0.8552      0.7261      0.1499      0.1766       1.173       4.351       3.316     875.072       0.492      14.749       1.719        0.49     119016.    0.2623
      103.26      0.9163      0.7479      0.1470      0.1801       1.197       4.437       3.250     892.323       0.501      14.457       1.652        0.49     120035.    0.2497
      110.14      0.9774      0.7672      0.1427      0.1818       1.208       4.478       3.155     900.613       0.506      14.034       1.589        0.49     121115.    0.2366
      117.02      1.0385      0.7849      0.1368      0.1810       1.203       4.460       3.025     896.980       0.504      13.457       1.530        0.50     122255.    0.2231
      123.91      1.0995      0.8012      0.1294      0.1776       1.180       4.374       2.861     879.798       0.494      12.726       1.475        0.50     123452.    0.2091
      130.79      1.1606      0.8163      0.1205      0.1714       1.139       4.222       2.666     849.211       0.477      11.857       1.424        0.50     124706.    0.1949
      137.67      1.2217      0.8298      0.1106      0.1628       1.082       4.010       2.445     806.485       0.453      10.874       1.375        0.51     126011.    0.1802
      144.56      1.2828      0.8410      0.0997      0.1520       1.010       3.745       2.204     753.213       0.423       9.803       1.327        0.51     127364.    0.1651
      151.44      1.3439      0.8489      0.0881      0.1394       0.926       3.435       1.948     690.881       0.388       8.663       1.279        0.51     128764.    0.1496
      158.32      1.4050      0.8521      0.0760      0.1253       0.832       3.086       1.680     620.735       0.349       7.473       1.228        0.52     130208.    0.1334
      165.21      1.4661      0.8484      0.0635      0.1098       0.729       2.704       1.404     543.820       0.305       6.247       1.171        0.52     131694.    0.1164
      172.09      1.5271      0.8336      0.0508      0.0931       0.618       2.292       1.123     461.069       0.259       4.996       1.105        0.52     133220.    0.0982
      178.98      1.5882      0.7997      0.0379      0.0754       0.501       1.856       0.839     373.397       0.210       3.732       1.019        0.53     134786.    0.0783
      185.86      1.6493      0.7278      0.0251      0.0569       0.378       1.401       0.555     281.775       0.158       2.468       0.893        0.53     136388.    0.0558
      192.74      1.7104      0.5598      0.0124      0.0378       0.251       0.931       0.274     187.296       0.105       1.217       0.663        0.54     138028.    0.0291
      199.63      1.7715     -0.0068     -0.0001      0.0184       0.122       0.453      -0.002      91.207       0.051      -0.007      -0.008        0.54     139701.    0.0000



         PROP RPM =      18000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1513      0.1250       0.986       3.453       3.751     735.447       0.390      16.682       2.313        0.50     117685.    0.3755
        7.39      0.0619      0.0744      0.1510      0.1258       0.992       3.475       3.745     740.010       0.393      16.656       2.295        0.50     117907.    0.3723
       14.78      0.1239      0.1472      0.1509      0.1270       1.002       3.508       3.742     746.980       0.396      16.644       2.272        0.50     118175.    0.3684
       22.17      0.1858      0.2181      0.1510      0.1287       1.015       3.554       3.743     756.758       0.401      16.649       2.243        0.50     118495.    0.3638
       29.56      0.2478      0.2862      0.1512      0.1309       1.032       3.614       3.748     769.693       0.408      16.669       2.208        0.50     118872.    0.3584
       36.96      0.3097      0.3511      0.1515      0.1336       1.054       3.691       3.755     786.051       0.417      16.704       2.167        0.50     119308.    0.3520
       44.35      0.3717      0.4120      0.1519      0.1370       1.081       3.785       3.766     805.992       0.428      16.752       2.119        0.50     119808.    0.3448
       51.74      0.4336      0.4686      0.1524      0.1410       1.112       3.895       3.779     829.538       0.440      16.807       2.066        0.50     120372.    0.3366
       59.13      0.4956      0.5204      0.1529      0.1456       1.149       4.022       3.791     856.533       0.454      16.863       2.008        0.51     121004.    0.3277
       66.52      0.5575      0.5672      0.1534      0.1507       1.189       4.163       3.802     886.601       0.470      16.912       1.945        0.51     121703.    0.3179
       73.91      0.6194      0.6090      0.1536      0.1563       1.233       4.316       3.809     919.082       0.488      16.941       1.880        0.51     122470.    0.3075
       81.30      0.6814      0.6460      0.1536      0.1620       1.278       4.475       3.808     952.965       0.506      16.938       1.812        0.51     123306.    0.2965
       88.69      0.7433      0.6783      0.1531      0.1678       1.323       4.634       3.796     986.806       0.524      16.883       1.745        0.51     124210.    0.2849
       96.08      0.8053      0.7065      0.1519      0.1732       1.366       4.783       3.767    1018.649       0.540      16.755       1.677        0.52     125182.    0.2729
      103.47      0.8672      0.7311      0.1499      0.1778       1.403       4.911       3.716    1045.929       0.555      16.530       1.612        0.52     126222.    0.2604
      110.87      0.9292      0.7526      0.1467      0.1811       1.429       5.003       3.637    1065.374       0.565      16.178       1.548        0.52     127329.    0.2475
      118.26      0.9911      0.7718      0.1421      0.1824       1.439       5.039       3.522    1073.094       0.569      15.667       1.489        0.52     128502.    0.2342
      125.65      1.0531      0.7894      0.1358      0.1812       1.429       5.004       3.367    1065.585       0.565      14.976       1.433        0.53     129741.    0.2204
      133.04      1.1150      0.8058      0.1279      0.1770       1.396       4.889       3.172    1041.255       0.552      14.107       1.382        0.53     131042.    0.2062
      140.43      1.1769      0.8208      0.1186      0.1701       1.342       4.699       2.941    1000.653       0.531      13.084       1.333        0.53     132403.    0.1917
      147.82      1.2389      0.8341      0.1082      0.1608       1.268       4.440       2.683     945.511       0.502      11.935       1.287        0.54     133819.    0.1767
      155.21      1.3008      0.8449      0.0969      0.1492       1.177       4.122       2.403     877.811       0.466      10.688       1.242        0.54     135287.    0.1613
      162.60      1.3628      0.8520      0.0850      0.1359       1.072       3.753       2.106     799.338       0.424       9.369       1.195        0.54     136805.    0.1454
      169.99      1.4247      0.8538      0.0725      0.1210       0.954       3.341       1.797     711.575       0.378       7.995       1.146        0.55     138371.    0.1288
      177.39      1.4867      0.8476      0.0597      0.1047       0.826       2.891       1.480     615.774       0.327       6.582       1.090        0.55     139981.    0.1111
      184.78      1.5486      0.8282      0.0467      0.0872       0.688       2.409       1.157     513.084       0.272       5.144       1.022        0.56     141634.    0.0922
      192.17      1.6105      0.7847      0.0335      0.0688       0.543       1.900       0.831     404.669       0.215       3.696       0.931        0.56     143330.    0.0712
      199.56      1.6725      0.6886      0.0204      0.0496       0.391       1.370       0.506     291.793       0.155       2.252       0.787        0.57     145066.    0.0470
      206.95      1.7344      0.4360      0.0075      0.0299       0.236       0.826       0.186     175.909       0.093       0.829       0.481        0.57     146840.    0.0174
      214.34      1.7964



         PROP RPM =      19000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1514      0.1253       1.162       3.855       4.181     866.469       0.435      18.596       2.188        0.53     124222.    0.3751
        7.69      0.0611      0.0733      0.1511      0.1260       1.169       3.878       4.174     871.663       0.438      18.567       2.172        0.53     124452.    0.3720
       15.39      0.1222      0.1451      0.1510      0.1272       1.180       3.913       4.171     879.605       0.442      18.554       2.151        0.53     124730.    0.3682
       23.08      0.1832      0.2150      0.1511      0.1288       1.195       3.963       4.172     890.750       0.448      18.559       2.125        0.53     125061.    0.3638
       30.77      0.2443      0.2823      0.1512      0.1309       1.214       4.028       4.178     905.497       0.455      18.582       2.093        0.53     125450.    0.3585
       38.47      0.3054      0.3465      0.1516      0.1336       1.239       4.111       4.186     924.159       0.464      18.621       2.055        0.53     125901.    0.3524
       46.16      0.3665      0.4069      0.1520      0.1369       1.270       4.212       4.198     946.930       0.476      18.674       2.011        0.53     126415.    0.3454
       53.85      0.4276      0.4632      0.1525      0.1408       1.306       4.332       4.212     973.861       0.489      18.737       1.962        0.53     126997.    0.3375
       61.55      0.4887      0.5148      0.1530      0.1453       1.347       4.470       4.227    1004.809       0.505      18.802       1.908        0.53     127646.    0.3288
       69.24      0.5497      0.5617      0.1535      0.1503       1.394       4.624       4.240    1039.397       0.522      18.860       1.850        0.54     128366.    0.3194
       76.93      0.6108      0.6036      0.1538      0.1557       1.444       4.791       4.249    1076.940       0.541      18.901       1.790        0.54     129154.    0.3093
       84.63      0.6719      0.6408      0.1539      0.1614       1.497       4.966       4.251    1116.370       0.561      18.909       1.727        0.54     130014.    0.2985
       92.32      0.7330      0.6735      0.1536      0.1671       1.550       5.143       4.242    1156.150       0.581      18.866       1.664        0.54     130943.    0.2873
      100.01      0.7941      0.7020      0.1526      0.1726       1.601       5.312       4.215    1194.176       0.600      18.750       1.601        0.54     131943.    0.2755
      107.71      0.8552      0.7269      0.1508      0.1775       1.646       5.461       4.167    1227.679       0.617      18.533       1.539        0.55     133012.    0.2634
      115.40      0.9162      0.7487      0.1480      0.1811       1.680       5.575       4.089    1253.109       0.630      18.186       1.480        0.55     134150.    0.2508
      123.09      0.9773      0.7681      0.1438      0.1830       1.698       5.632       3.973    1266.137       0.636      17.673       1.423        0.55     135356.    0.2378
      130.78      1.0384      0.7858      0.1381      0.1825       1.693       5.616       3.815    1262.471       0.635      16.967       1.370        0.56     136630.    0.2244
      138.48      1.0995      0.8022      0.1307      0.1792       1.662       5.514       3.611    1239.597       0.623      16.064       1.321        0.56     137969.    0.2105
      146.17      1.1606      0.8175      0.1219      0.1731       1.606       5.327       3.368    1197.523       0.602      14.982       1.276        0.56     139370.    0.1963
      153.86      1.2217      0.8313      0.1119      0.1645       1.526       5.062       3.092    1137.942       0.572      13.753       1.232        0.57     140829.    0.1816
      161.56      1.2827      0.8429      0.1010      0.1537       1.426       4.729       2.789    1063.103       0.534      12.408       1.190        0.57     142343.    0.1666
      169.25      1.3438      0.8515      0.0893      0.1410       1.308       4.338       2.467     975.137       0.490      10.974       1.148        0.57     143909.    0.1511
      176.94      1.4049      0.8556      0.0771      0.1266       1.175       3.896       2.130     875.842       0.440       9.474       1.103        0.58     145523.    0.1349
      184.64      1.4660      0.8531      0.0645      0.1108       1.028       3.411       1.782     766.724       0.385       7.924       1.054        0.58     147184.    0.1179
      192.33      1.5271      0.8401      0.0516      0.0938       0.870       2.888       1.426     649.119       0.326       6.342       0.996        0.59     148891.    0.0997
      200.02      1.5882      0.8087      0.0386      0.0758       0.703       2.333       1.066     524.333       0.264       4.742       0.922        0.59     150640.    0.0798
      207.72      1.6492      0.7403      0.0256      0.0569       0.528       1.752       0.706     393.763       0.198       3.139       0.813        0.60     152432.    0.0573
      215.41      1.7103      0.5768      0.0126      0.0374       0.347       1.152       0.349     258.986       0.130       1.551       0.611        0.60     154264.    0.0302
      223.10      1.7714     -0.0024      0.0000      0.0176       0.163       0.542      -0.001     121.814       0.061      -0.003      -0.002        0.61     156134.    0.0000



         PROP RPM =      20000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
