         11x6M-LH                 (11x6M-LH.dat)
         v2022-0915
         Simulation Date: 11/14/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        0.25      0.2414      0.3726      0.0876      0.0568       0.001       0.372       0.329       0.440       0.042       1.462     339.210        4.80      21274.    0.3646
        0.28      0.2655      0.3970      0.0841      0.0562       0.001       0.368       0.315       0.435       0.042       1.403     328.623        4.80      21304.    0.3459
        0.30      0.2897      0.4190      0.0803      0.0555       0.001       0.363       0.301       0.430       0.041       1.340     317.909        4.80      21336.    0.3271
        0.33      0.3138      0.4384      0.0764      0.0547       0.001       0.358       0.287       0.424       0.040       1.275     307.029        4.81      21370.    0.3082
        0.35      0.3380      0.4551      0.0724      0.0538       0.001       0.352       0.271       0.416       0.040       1.207     295.937        4.81      21405.    0.2890
        0.38      0.3621      0.4688      0.0682      0.0527       0.001       0.344       0.256       0.408       0.039       1.137     284.577        4.81      21442.    0.2698
        0.40      0.3862      0.4796      0.0638      0.0514       0.001       0.336       0.239       0.398       0.038       1.065     272.884        4.82      21480.    0.2503
        0.43      0.4104      0.4869      0.0594      0.0500       0.001       0.327       0.223       0.387       0.037       0.991     260.778        4.82      21521.    0.2307
        0.45      0.4345      0.4906      0.0548      0.0485       0.001       0.318       0.206       0.376       0.036       0.914     248.166        4.83      21562.    0.2109
        0.48      0.4587      0.4903      0.0501      0.0469       0.000       0.307       0.188       0.363       0.035       0.836     234.930        4.83      21606.    0.1910
        0.50      0.4828      0.4853      0.0454      0.0451       0.000       0.295       0.170       0.349       0.033       0.757     220.923        4.84      21651.    0.1708
        0.53      0.5069      0.4751      0.0405      0.0432       0.000       0.283       0.152       0.334       0.032       0.675     205.965        4.84      21698.    0.1505
        0.55      0.5311      0.4587      0.0355      0.0412       0.000       0.269       0.133       0.319       0.030       0.593     189.821        4.85      21747.    0.1299
        0.58      0.5552      0.4350      0.0305      0.0390       0.000       0.255       0.114       0.302       0.029       0.509     172.194        4.86      21797.    0.1092
        0.60      0.5794      0.4025      0.0255      0.0366       0.000       0.240       0.095       0.284       0.027       0.425     152.691        4.86      21849.    0.0884
        0.63      0.6035      0.3591      0.0203      0.0342       0.000       0.224       0.076       0.265       0.025       0.339     130.788        4.87      21903.    0.0677
        0.65      0.6276      0.3020      0.0152      0.0316       0.000       0.207       0.057       0.245       0.023       0.254     105.765        4.88      21959.    0.0474
        0.68      0.6518      0.2271      0.0101      0.0289       0.000       0.189       0.038       0.224       0.021       0.168      76.589        4.88      22016.    0.0279
        0.70      0.6759      0.1282      0.0050      0.0261       0.000       0.171       0.019       0.202       0.019       0.083      41.699        4.89      22074.    0.0107
        0.73      0.7001     -0.0049     -0.0002      0.0232       0.000       0.152      -0.001       0.180       0.017      -0.003      -1.536        4.90      22134.    0.0000



         PROP RPM =        200

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1135      0.0493       0.004       1.291       1.702       3.055       0.146       7.573     252.729        9.56      42103.    0.6182
        0.05      0.0244      0.0546      0.1116      0.0498       0.004       1.302       1.675       3.081       0.147       7.450     246.542        9.56      42135.    0.5981
        0.10      0.0487      0.1065      0.1097      0.0501       0.004       1.312       1.645       3.105       0.148       7.319     240.345        9.57      42170.    0.5779
        0.15      0.0731      0.1557      0.1076      0.0505       0.004       1.321       1.614       3.126       0.149       7.178     234.159        9.57      42208.    0.5576
        0.20      0.0974      0.2021      0.1053      0.0508       0.004       1.328       1.580       3.143       0.150       7.028     227.989        9.57      42248.    0.5372
        0.25      0.1218      0.2458      0.1029      0.0510       0.004       1.334       1.544       3.157       0.151       6.867     221.844        9.57      42291.    0.5167
        0.30      0.1461      0.2869      0.1003      0.0511       0.004       1.337       1.505       3.165       0.151       6.695     215.727        9.57      42338.    0.4961
        0.35      0.1705      0.3252      0.0976      0.0511       0.004       1.338       1.464       3.167       0.151       6.510     209.641        9.58      42387.    0.4754
        0.40      0.1948      0.3610      0.0946      0.0511       0.004       1.336       1.419       3.161       0.151       6.312     203.587        9.58      42439.    0.4546
        0.45      0.2192      0.3941      0.0914      0.0508       0.004       1.330       1.371       3.148       0.150       6.099     197.564        9.59      42494.    0.4337
        0.51      0.2436      0.4246      0.0880      0.0505       0.004       1.321       1.320       3.126       0.149       5.873     191.573        9.59      42553.    0.4126
        0.56      0.2679      0.4525      0.0844      0.0500       0.004       1.308       1.266       3.094       0.148       5.632     185.606        9.60      42614.    0.3915
        0.61      0.2923      0.4778      0.0806      0.0493       0.004       1.291       1.210       3.054       0.146       5.380     179.647        9.61      42679.    0.3704
        0.66      0.3166      0.5004      0.0767      0.0485       0.004       1.270       1.150       3.004       0.143       5.117     173.677        9.61      42748.    0.3492
        0.71      0.3410      0.5202      0.0726      0.0476       0.004       1.245       1.089       2.945       0.141       4.843     167.669        9.62      42819.    0.3280
        0.76      0.3653      0.5372      0.0683      0.0465       0.004       1.216       1.025       2.878       0.137       4.560     161.596        9.63      42894.    0.3067
        0.81      0.3897      0.5511      0.0640      0.0452       0.004       1.184       0.960       2.800       0.134       4.268     155.419        9.64      42972.    0.2854
        0.86      0.4140      0.5618      0.0595      0.0438       0.004       1.147       0.892       2.714       0.130       3.968     149.096        9.65      43054.    0.2640
        0.91      0.4384      0.5688      0.0549      0.0423       0.004       1.107       0.823       2.618       0.125       3.661     142.573        9.66      43139.    0.2425
        0.96      0.4627      0.5718      0.0502      0.0406       0.003       1.062       0.752       2.513       0.120       3.347     135.781        9.67      43227.    0.2208
        1.01      0.4871      0.5702      0.0453      0.0387       0.003       1.014       0.680       2.399       0.115       3.026     128.634        9.68      43319.    0.1989
        1.06      0.5115      0.5632      0.0405      0.0367       0.003       0.961       0.607       2.275       0.109       2.700     121.018        9.69      43414.    0.1767
        1.11      0.5358      0.5499      0.0355      0.0346       0.003       0.905       0.532       2.141       0.102       2.368     112.784        9.70      43513.    0.1543
        1.16      0.5602      0.5287      0.0305      0.0323       0.003       0.845       0.457       1.998       0.095       2.033     103.725        9.72      43615.    0.1314
        1.21      0.5845      0.4976      0.0254      0.0298       0.002       0.780       0.381       1.846       0.088       1.694      93.558        9.73      43721.    0.1082
        1.26      0.6089      0.4536      0.0203      0.0272       0.002       0.712       0.304       1.685       0.080       1.353      81.866        9.74      43831.    0.0846
        1.31      0.6332      0.3920      0.0152      0.0245       0.002       0.641       0.227       1.516       0.072       1.011      68.024        9.76      43943.    0.0608
        1.36      0.6576      0.3053      0.0100      0.0216       0.002       0.566       0.151       1.339       0.064       0.670      51.026        9.77      44059.    0.0371
        1.42      0.6819      0.1807      0.0049      0.0186       0.002       0.488       0.074       1.154       0.055       0.330      29.126        9.79      44179.    0.0149
        1.47      0.7063     -0.0080     -0.0002      0.0155       0.001       0.406      -0.003       0.960       0.046      -0.012      -1.238        9.80      44297.    0.0000



         PROP RPM =        300

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1137      0.0464       0.013       2.734       3.838       9.703       0.309      17.069     179.378       14.35      63154.    0.6587
        0.08      0.0244      0.0583      0.1119      0.0469       0.013       2.760       3.776       9.797       0.312      16.794     174.795       14.35      63203.    0.6367
        0.15      0.0489      0.1135      0.1099      0.0473       0.013       2.785       3.709       9.884       0.315      16.499     170.224       14.35      63255.    0.6146
        0.23      0.0733      0.1658      0.1078      0.0477       0.013       2.806       3.638       9.960       0.317      16.183     165.679       14.35      63312.    0.5924
        0.30      0.0977      0.2150      0.1055      0.0480       0.013       2.824       3.562      10.025       0.319      15.845     161.168       14.35      63373.    0.5702
        0.38      0.1222      0.2613      0.1031      0.0482       0.014       2.839       3.481      10.075       0.321      15.482     156.694       14.36      63438.    0.5480
        0.46      0.1466      0.3047      0.1005      0.0484       0.014       2.848       3.393      10.109       0.322      15.094     152.263       14.36      63508.    0.5258
        0.53      0.1710      0.3452      0.0978      0.0484       0.014       2.852       3.300      10.121       0.322      14.677     147.876       14.37      63582.    0.5036
        0.61      0.1955      0.3830      0.0948      0.0484       0.014       2.848       3.199      10.109       0.322      14.230     143.537       14.37      63660.    0.4813
        0.68      0.2199      0.4180      0.0916      0.0482       0.014       2.837       3.091      10.069       0.321      13.750     139.247       14.38      63744.    0.4589
        0.76      0.2443      0.4503      0.0882      0.0478       0.013       2.817       2.976       9.999       0.318      13.238     135.006       14.39      63832.    0.4366
        0.84      0.2688      0.4799      0.0846      0.0474       0.013       2.788       2.854       9.897       0.315      12.696     130.809       14.40      63925.    0.4143
        0.91      0.2932      0.5069      0.0808      0.0467       0.013       2.751       2.726       9.764       0.311      12.127     126.649       14.41      64023.    0.3920
        0.99      0.3176      0.5312      0.0768      0.0459       0.013       2.704       2.593       9.599       0.306      11.532     122.509       14.42      64126.    0.3698
        1.07      0.3421      0.5527      0.0727      0.0450       0.013       2.649       2.454       9.402       0.299      10.914     118.374       14.43      64234.    0.3476
        1.14      0.3665      0.5714      0.0684      0.0439       0.012       2.584       2.310       9.173       0.292      10.275     114.224       14.44      64347.    0.3254
        1.22      0.3909      0.5872      0.0641      0.0426       0.012       2.511       2.162       8.912       0.284       9.616     110.033       14.46      64464.    0.3033
        1.29      0.4154      0.5997      0.0595      0.0412       0.012       2.428       2.010       8.618       0.274       8.940     105.774       14.47      64588.    0.2811
        1.37      0.4398      0.6088      0.0549      0.0397       0.011       2.336       1.854       8.292       0.264       8.247     101.410       14.49      64716.    0.2588
        1.45      0.4643      0.6140      0.0502      0.0380       0.011       2.235       1.695       7.933       0.253       7.538      96.893       14.50      64849.    0.2365
        1.52      0.4887      0.6148      0.0454      0.0361       0.010       2.124       1.532       7.540       0.240       6.815      92.165       14.52      64988.    0.2139
        1.60      0.5131      0.6104      0.0405      0.0340       0.010       2.004       1.367       7.114       0.226       6.080      87.147       14.54      65131.    0.1910
        1.67      0.5376      0.5997      0.0355      0.0318       0.009       1.875       1.199       6.655       0.212       5.334      81.729       14.56      65280.    0.1678
        1.75      0.5620      0.5812      0.0305      0.0295       0.008       1.736       1.029       6.162       0.196       4.579      75.764       14.57      65435.    0.1441
        1.83      0.5864      0.5526      0.0254      0.0270       0.008       1.588       0.858       5.637       0.179       3.816      69.032       14.59      65594.    0.1199
        1.90      0.6109      0.5103      0.0203      0.0243       0.007       1.432       0.686       5.081       0.162       3.050      61.206       14.62      65759.    0.0950
        1.98      0.6353      0.4489      0.0152      0.0215       0.006       1.267       0.513       4.496       0.143       2.282      51.762       14.64      65930.    0.0695
        2.05      0.6597      0.3585      0.0101      0.0186       0.005       1.094       0.341       3.882       0.124       1.515      39.806       14.66      66105.    0.0436
        2.13      0.6842      0.2208      0.0050      0.0155       0.004       0.913       0.169       3.241       0.103       0.752      23.643       14.68      66284.    0.0182
        2.21      0.7086     -0.0063     -0.0001      0.0123       0.003       0.723      -0.004       2.568       0.082      -0.016      -0.652       14.71      66459.    0.0000



         PROP RPM =        400

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1138      0.0448       0.030       4.685       6.829      22.170       0.529      30.377     139.718       19.13      84205.    0.6845
        0.10      0.0245      0.0606      0.1120      0.0452       0.030       4.733       6.719      22.401       0.535      29.888     136.053       19.13      84270.    0.6611
        0.20      0.0490      0.1180      0.1100      0.0457       0.030       4.778       6.602      22.614       0.540      29.364     132.407       19.13      84341.    0.6377
        0.30      0.0734      0.1721      0.1079      0.0460       0.031       4.819       6.475      22.804       0.544      28.802     128.792       19.13      84417.    0.6144
        0.41      0.0979      0.2231      0.1057      0.0464       0.031       4.853       6.340      22.966       0.548      28.201     125.212       19.14      84498.    0.5910
        0.51      0.1224      0.2710      0.1032      0.0466       0.031       4.880       6.195      23.094       0.551      27.556     121.673       19.14      84585.    0.5677
        0.61      0.1469      0.3159      0.1007      0.0468       0.031       4.898       6.040      23.181       0.553      26.865     118.178       19.15      84678.    0.5444
        0.71      0.1714      0.3578      0.0979      0.0469       0.031       4.906       5.873      23.219       0.554      26.124     114.729       19.16      84777.    0.5212
        0.81      0.1958      0.3968      0.0949      0.0468       0.031       4.902       5.694      23.198       0.554      25.327     111.329       19.17      84882.    0.4980
        0.91      0.2203      0.4330      0.0917      0.0467       0.031       4.883       5.502      23.111       0.552      24.473     107.980       19.18      84994.    0.4748
        1.02      0.2448      0.4664      0.0883      0.0463       0.031       4.850       5.297      22.950       0.548      23.561     104.683       19.19      85112.    0.4516
        1.12      0.2693      0.4971      0.0847      0.0459       0.030       4.800       5.080      22.715       0.542      22.595     101.434       19.20      85236.    0.4286
        1.22      0.2937      0.5251      0.0809      0.0452       0.030       4.734       4.852      22.403       0.535      21.580      98.227       19.21      85367.    0.4056
        1.32      0.3182      0.5505      0.0769      0.0444       0.030       4.652       4.613      22.015       0.526      20.521      95.051       19.23      85504.    0.3827
        1.42      0.3427      0.5732      0.0728      0.0435       0.029       4.554       4.366      21.550       0.514      19.420      91.894       19.24      85649.    0.3599
        1.52      0.3672      0.5930      0.0685      0.0424       0.028       4.439       4.110      21.008       0.502      18.282      88.740       19.26      85800.    0.3373
        1.63      0.3917      0.6100      0.0641      0.0412       0.027       4.308       3.847      20.389       0.487      17.110      85.572       19.28      85957.    0.3146
        1.73      0.4161      0.6238      0.0596      0.0397       0.026       4.161       3.576      19.690       0.470      15.905      82.368       19.30      86122.    0.2920
        1.83      0.4406      0.6343      0.0550      0.0382       0.025       3.996       3.298      18.912       0.451      14.671      79.102       19.32      86293.    0.2693
        1.93      0.4651      0.6411      0.0502      0.0364       0.024       3.815       3.015      18.054       0.431      13.409      75.738       19.34      86472.    0.2465
        2.03      0.4896      0.6436      0.0454      0.0346       0.023       3.617       2.726      17.115       0.409      12.123      72.232       19.36      86657.    0.2235
        2.13      0.5141      0.6411      0.0405      0.0325       0.022       3.401       2.432      16.095       0.384      10.815      68.524       19.38      86849.    0.2003
        2.24      0.5385      0.6325      0.0355      0.0303       0.020       3.168       2.133      14.993       0.358       9.488      64.531       19.41      87049.    0.1767
        2.34      0.5630      0.6162      0.0305      0.0279       0.019       2.919       1.831      13.812       0.330       8.146      60.138       19.43      87255.    0.1526
        2.44      0.5875      0.5899      0.0254      0.0253       0.017       2.652       1.527      12.552       0.300       6.791      55.170       19.46      87469.    0.1278
        2.54      0.6120      0.5498      0.0203      0.0226       0.015       2.370       1.221      11.216       0.268       5.429      49.360       19.49      87689.    0.1022
        2.64      0.6365      0.4896      0.0152      0.0198       0.013       2.073       0.914       9.808       0.234       4.065      42.264       19.52      87917.    0.0757
        2.74      0.6609      0.3980      0.0101      0.0168       0.011       1.761       0.608       8.332       0.199       2.704      33.089       19.55      88151.    0.0484
        2.85      0.6854      0.2525      0.0051      0.0137       0.009       1.435       0.303       6.792       0.162       1.348      20.239       19.58      88391.    0.0209
        2.95      0.7099     -0.0048     -0.0001      0.0104       0.007       1.092      -0.004       5.166       0.123      -0.019      -0.371       19.61      88622.    0.0000



         PROP RPM =        500

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1139      0.0436       0.057       7.138      10.678      42.223       0.806      47.497     114.709       23.91     105256.    0.7027
        0.13      0.0245      0.0622      0.1121      0.0441       0.057       7.216      10.507      42.684       0.815      46.734     111.648       23.91     105338.    0.6784
        0.25      0.0490      0.1210      0.1101      0.0446       0.058       7.288      10.323      43.111       0.823      45.916     108.607       23.91     105426.    0.6541
        0.38      0.0735      0.1765      0.1080      0.0450       0.058       7.352      10.126      43.493       0.831      45.039     105.597       23.92     105521.    0.6299
        0.51      0.0980      0.2287      0.1057      0.0453       0.059       7.408       9.915      43.820       0.837      44.100     102.623       23.92     105623.    0.6057
        0.64      0.1224      0.2777      0.1033      0.0456       0.059       7.452       9.688      44.081       0.842      43.094      99.688       23.93     105731.    0.5817
        0.76      0.1469      0.3236      0.1007      0.0457       0.059       7.482       9.446      44.262       0.845      42.015      96.795       23.94     105848.    0.5577
        0.89      0.1714      0.3664      0.0980      0.0458       0.059       7.497       9.185      44.347       0.847      40.857      93.948       23.95     105972.    0.5338
        1.02      0.1959      0.4062      0.0950      0.0458       0.059       7.492       8.906      44.317       0.846      39.613      91.147       23.96     106103.    0.5099
        1.14      0.2204      0.4432      0.0918      0.0456       0.059       7.464       8.606      44.156       0.843      38.277      88.395       23.97     106243.    0.4861
        1.27      0.2449      0.4774      0.0884      0.0453       0.059       7.413       8.285      43.853       0.838      36.852      85.694       23.98     106390.    0.4624
        1.40      0.2694      0.5089      0.0847      0.0449       0.058       7.337       7.946      43.401       0.829      35.343      83.040       24.00     106546.    0.4388
        1.52      0.2939      0.5377      0.0809      0.0442       0.057       7.235       7.589      42.800       0.817      33.758      80.428       24.02     106709.    0.4154
        1.65      0.3184      0.5638      0.0770      0.0435       0.056       7.108       7.217      42.049       0.803      32.102      77.850       24.03     106881.    0.3921
        1.78      0.3428      0.5873      0.0729      0.0425       0.055       6.956       6.831      41.146       0.786      30.383      75.297       24.05     107062.    0.3689
        1.91      0.3673      0.6080      0.0686      0.0414       0.054       6.777       6.431      40.091       0.766      28.605      72.756       24.07     107251.    0.3459
        2.03      0.3918      0.6259      0.0642      0.0402       0.052       6.573       6.019      38.882       0.743      26.773      70.213       24.10     107448.    0.3229
        2.16      0.4163      0.6407      0.0597      0.0388       0.050       6.342       5.596      37.518       0.717      24.891      67.651       24.12     107654.    0.3000
        2.29      0.4408      0.6523      0.0551      0.0372       0.048       6.085       5.162      35.996       0.687      22.963      65.050       24.15     107868.    0.2771
        2.41      0.4653      0.6603      0.0503      0.0355       0.046       5.801       4.720      34.315       0.655      20.993      62.382       24.17     108091.    0.2540
        2.54      0.4898      0.6642      0.0455      0.0336       0.044       5.490       4.268      32.474       0.620      18.984      59.613       24.20     108323.    0.2309
        2.67      0.5143      0.6633      0.0406      0.0315       0.041       5.151       3.809      30.472       0.582      16.942      56.695       24.23     108564.    0.2074
        2.80      0.5388      0.6565      0.0357      0.0293       0.038       4.786       3.343      28.309       0.541      14.870      53.562       24.26     108813.    0.1836
        2.92      0.5632      0.6422      0.0306      0.0269       0.035       4.393       2.872      25.988       0.496      12.774      50.122       24.29     109071.    0.1592
        3.05      0.5877      0.6182      0.0256      0.0243       0.032       3.974       2.396      23.511       0.449      10.659      46.232       24.33     109339.    0.1342
        3.18      0.6122      0.5804      0.0205      0.0216       0.028       3.530       1.919      20.884       0.399       8.534      41.672       24.36     109614.    0.1082
        3.30      0.6367      0.5224      0.0154      0.0187       0.024       3.062       1.440      18.114       0.346       6.406      36.064       24.40     109899.    0.0811
        3.43      0.6612      0.4319      0.0103      0.0157       0.020       2.571       0.963      15.210       0.290       4.283      28.712       24.43     110192.    0.0528
        3.56      0.6857      0.2832      0.0052      0.0126       0.016       2.058       0.487      12.177       0.233       2.168      18.153       24.47     110493.    0.0238
        3.69      0.7102      0.0063      0.0001      0.0093       0.012       1.517       0.008       8.973       0.171       0.035       0.393       24.51     110780.    0.0001



         PROP RPM =        600

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1139      0.0428       0.096      10.088      15.385      71.614       1.140      68.431      97.439       28.69     126308.    0.7164
        0.15      0.0245      0.0635      0.1121      0.0433       0.097      10.202      15.138      72.424       1.153      67.332      94.802       28.69     126406.    0.6914
        0.31      0.0490      0.1234      0.1102      0.0438       0.098      10.308      14.873      73.175       1.165      66.153      92.186       28.70     126512.    0.6664
        0.46      0.0736      0.1799      0.1081      0.0442       0.099      10.403      14.589      73.850       1.175      64.890      89.600       28.70     126626.    0.6415
        0.61      0.0981      0.2331      0.1058      0.0445       0.100      10.485      14.284      74.429       1.185      63.537      87.049       28.71     126748.    0.6167
        0.76      0.1226      0.2829      0.1034      0.0448       0.100      10.550      13.958      74.894       1.192      62.087      84.534       28.72     126879.    0.5920
        0.92      0.1471      0.3296      0.1008      0.0450       0.101      10.596      13.609      75.219       1.197      60.532      82.061       28.72     127018.    0.5675
        1.07      0.1716      0.3731      0.0980      0.0451       0.101      10.619      13.233      75.378       1.200      58.862      79.629       28.74     127167.    0.5430
        1.22      0.1962      0.4136      0.0950      0.0451       0.101      10.613      12.830      75.339       1.199      57.068      77.242       28.75     127325.    0.5186
        1.37      0.2207      0.4513      0.0918      0.0449       0.101      10.575      12.397      75.072       1.195      55.142      74.901       28.76     127493.    0.4944
        1.53      0.2452      0.4860      0.0884      0.0446       0.100      10.503      11.935      74.556       1.187      53.087      72.608       28.78     127670.    0.4702
        1.68      0.2697      0.5181      0.0848      0.0441       0.099      10.394      11.446      73.784       1.174      50.911      70.360       28.80     127857.    0.4462
        1.83      0.2942      0.5475      0.0810      0.0435       0.098      10.248      10.932      72.751       1.158      48.623      68.153       28.82     128054.    0.4224
        1.99      0.3188      0.5742      0.0770      0.0427       0.096      10.066      10.395      71.456       1.137      46.236      65.981       28.84     128261.    0.3988
        2.14      0.3433      0.5982      0.0729      0.0418       0.094       9.846       9.837      69.897       1.112      43.756      63.835       28.86     128478.    0.3753
        2.29      0.3678      0.6196      0.0686      0.0407       0.091       9.589       9.261      68.073       1.083      41.192      61.704       28.89     128705.    0.3520
        2.44      0.3923      0.6381      0.0642      0.0395       0.088       9.295       8.667      65.979       1.050      38.550      59.579       28.92     128943.    0.3288
        2.60      0.4168      0.6537      0.0597      0.0381       0.085       8.961       8.057      63.614       1.012      35.836      57.445       28.94     129190.    0.3057
        2.75      0.4414      0.6661      0.0550      0.0365       0.082       8.589       7.432      60.974       0.970      33.057      55.284       28.97     129448.    0.2825
        2.90      0.4659      0.6750      0.0503      0.0347       0.078       8.178       6.793      58.055       0.924      30.217      53.075       29.01     129716.    0.2593
        3.05      0.4904      0.6800      0.0455      0.0328       0.074       7.728       6.143      54.856       0.873      27.322      50.789       29.04     129995.    0.2360
        3.21      0.5149      0.6802      0.0406      0.0307       0.069       7.237       5.481      51.376       0.818      24.378      48.387       29.08     130285.    0.2124
        3.36      0.5394      0.6747      0.0356      0.0285       0.064       6.707       4.810      47.614       0.758      21.393      45.815       29.11     130584.    0.1883
        3.51      0.5640      0.6619      0.0306      0.0261       0.058       6.138       4.131      43.575       0.694      18.373      42.994       29.15     130895.    0.1638
        3.66      0.5885      0.6395      0.0255      0.0235       0.053       5.531       3.446      39.264       0.625      15.327      39.805       29.19     131216.    0.1385
        3.82      0.6130      0.6034      0.0204      0.0208       0.047       4.887       2.758      34.691       0.552      12.266      36.055       29.23     131548.    0.1122
        3.97      0.6375      0.5468      0.0153      0.0179       0.040       4.208       2.069      29.868       0.475       9.202      31.415       29.28     131891.    0.0847
        4.12      0.6621      0.4564      0.0102      0.0148       0.033       3.495       1.381      24.811       0.395       6.145      25.254       29.32     132243.    0.0556
        4.28      0.6866      0.3034      0.0052      0.0117       0.026       2.751       0.697      19.529       0.311       3.100      16.189       29.37     132604.    0.0253
        4.43      0.7111      0.0030      0.0000      0.0083       0.019       1.962       0.005      13.930       0.222       0.021       0.154       29.42     132945.    0.0000



         PROP RPM =        700

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1140      0.0422       0.150      13.534      20.948     112.084       1.529      93.178      84.771       33.48     147359.    0.7273
        0.18      0.0247      0.0649      0.1121      0.0427       0.152      13.692      20.610     113.396       1.547      91.671      82.436       33.48     147474.    0.7015
        0.36      0.0494      0.1261      0.1102      0.0432       0.154      13.839      20.246     114.613       1.564      90.055      80.122       33.48     147599.    0.6758
        0.54      0.0741      0.1838      0.1080      0.0436       0.155      13.971      19.856     115.707       1.578      88.321      77.837       33.48     147733.    0.6502
        0.72      0.0988      0.2380      0.1058      0.0439       0.156      14.085      19.439     116.646       1.591      86.463      75.585       33.49     147877.    0.6247
