         10x8M-LH                 (10x8M-LH.dat)
         v2022-0915
         Simulation Date: 05/03/2023

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        0.74      0.7878      0.5426      0.0414      0.0601       0.000       0.234       0.103       0.277       0.026       0.456     167.908        4.44      24891.    0.1118
        0.77      0.8206      0.4963      0.0329      0.0544       0.000       0.212       0.082       0.251       0.024       0.363     147.434        4.46      24999.    0.0875
        0.80      0.8535      0.4299      0.0244      0.0485       0.000       0.189       0.061       0.224       0.021       0.269     122.803        4.47      25111.    0.0628
        0.83      0.8863      0.3348      0.0160      0.0424       0.000       0.165       0.040       0.195       0.019       0.177      92.097        4.48      25225.    0.0382
        0.86      0.9191      0.1962      0.0077      0.0362       0.000       0.141       0.019       0.167       0.016       0.085      52.052        4.49      25343.    0.0150
        0.89      0.9520     -0.0135     -0.0004      0.0299       0.000       0.116      -0.001       0.138       0.013      -0.005      -3.458        4.50      25464.    0.0000



         PROP RPM =        200

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1789      0.0968       0.005       1.508       1.772       3.569       0.170       7.883     225.214        8.62      46553.    0.6235
        0.06      0.0330      0.0596      0.1765      0.0978       0.005       1.524       1.749       3.605       0.172       7.779     220.006        8.62      46615.    0.6050
        0.12      0.0661      0.1164      0.1739      0.0987       0.005       1.538       1.723       3.640       0.174       7.666     214.757        8.62      46682.    0.5862
        0.19      0.0991      0.1703      0.1712      0.0996       0.005       1.552       1.696       3.672       0.175       7.544     209.489        8.63      46754.    0.5673
        0.25      0.1322      0.2214      0.1682      0.1004       0.005       1.564       1.666       3.701       0.177       7.412     204.221        8.63      46833.    0.5482
        0.31      0.1652      0.2697      0.1649      0.1010       0.005       1.574       1.634       3.725       0.178       7.269     198.966        8.63      46918.    0.5289
        0.37      0.1982      0.3151      0.1614      0.1016       0.005       1.582       1.599       3.744       0.179       7.114     193.740        8.64      47010.    0.5095
        0.43      0.2313      0.3578      0.1576      0.1019       0.005       1.588       1.562       3.757       0.179       6.946     188.551        8.65      47108.    0.4899
        0.49      0.2643      0.3977      0.1535      0.1020       0.005       1.589       1.521       3.760       0.180       6.763     183.406        8.65      47213.    0.4703
        0.56      0.2974      0.4350      0.1490      0.1018       0.005       1.587       1.476       3.754       0.179       6.565     178.311        8.66      47324.    0.4505
        0.62      0.3304      0.4697      0.1441      0.1014       0.005       1.579       1.428       3.737       0.178       6.350     173.267        8.67      47443.    0.4305
        0.68      0.3635      0.5017      0.1388      0.1005       0.005       1.566       1.375       3.706       0.177       6.116     168.277        8.68      47568.    0.4103
        0.74      0.3965      0.5313      0.1330      0.0993       0.005       1.547       1.318       3.660       0.175       5.863     163.339        8.69      47700.    0.3899
        0.80      0.4295      0.5583      0.1269      0.0976       0.005       1.521       1.257       3.599       0.172       5.592     158.447        8.70      47839.    0.3694
        0.87      0.4626      0.5828      0.1203      0.0955       0.005       1.488       1.192       3.521       0.168       5.303     153.586        8.71      47986.    0.3487
        0.93      0.4956      0.6047      0.1134      0.0930       0.005       1.448       1.124       3.427       0.164       4.999     148.729        8.73      48139.    0.3279
        0.99      0.5287      0.6238      0.1062      0.0900       0.004       1.402       1.052       3.318       0.158       4.681     143.841        8.74      48298.    0.3068
        1.05      0.5617      0.6399      0.0987      0.0866       0.004       1.350       0.978       3.194       0.153       4.350     138.875        8.76      48465.    0.2856
        1.11      0.5947      0.6527      0.0910      0.0829       0.004       1.292       0.901       3.056       0.146       4.009     133.777        8.78      48638.    0.2641
        1.17      0.6278      0.6617      0.0830      0.0788       0.004       1.227       0.823       2.904       0.139       3.659     128.478        8.79      48818.    0.2423
        1.24      0.6608      0.6662      0.0749      0.0743       0.004       1.158       0.742       2.739       0.131       3.301     122.894        8.81      49004.    0.2202
        1.30      0.6939      0.6655      0.0666      0.0695       0.003       1.083       0.660       2.562       0.122       2.937     116.911        8.83      49197.    0.1975
        1.36      0.7269      0.6582      0.0583      0.0643       0.003       1.003       0.577       2.372       0.113       2.568     110.378        8.85      49397.    0.1744
        1.42      0.7599      0.6426      0.0498      0.0589       0.003       0.918       0.494       2.172       0.104       2.196     103.080        8.87      49603.    0.1506
        1.48      0.7930      0.6161      0.0413      0.0532       0.003       0.829       0.410       1.962       0.094       1.822      94.703        8.89      49816.    0.1260
        1.55      0.8260      0.5744      0.0329      0.0473       0.002       0.736       0.326       1.742       0.083       1.448      84.764        8.91      50035.    0.1006
        1.61      0.8591      0.5107      0.0244      0.0411       0.002       0.640       0.242       1.515       0.072       1.076      72.469        8.94      50260.    0.0741
        1.67      0.8921      0.4129      0.0161      0.0347       0.002       0.541       0.159       1.280       0.061       0.708      56.425        8.96      50492.    0.0468
        1.73      0.9252      0.2574      0.0079      0.0282       0.001       0.440       0.078       1.041       0.050       0.346      33.915        8.99      50730.    0.0197
        1.79      0.9582     -0.0097     -0.0002      0.0216       0.001       0.337      -0.002       0.797       0.038      -0.010      -1.228        9.01      50973.    0.0000



         PROP RPM =        300

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1791      0.0938       0.016       3.287       3.994      11.667       0.371      17.764     155.265       12.93      69830.    0.6452
        0.09      0.0331      0.0618      0.1768      0.0948       0.016       3.322       3.941      11.793       0.375      17.529     151.572       12.93      69922.    0.6257
        0.19      0.0663      0.1206      0.1742      0.0957       0.016       3.357       3.884      11.914       0.379      17.275     147.856       12.94      70023.    0.6059
        0.28      0.0994      0.1763      0.1714      0.0967       0.016       3.389       3.822      12.028       0.383      17.001     144.134       12.94      70132.    0.5860
        0.37      0.1325      0.2290      0.1685      0.0975       0.016       3.418       3.756      12.131       0.386      16.705     140.420       12.94      70251.    0.5659
        0.47      0.1657      0.2788      0.1652      0.0982       0.016       3.443       3.683      12.219       0.389      16.383     136.725       12.95      70379.    0.5456
        0.56      0.1988      0.3255      0.1617      0.0988       0.016       3.462       3.605      12.288       0.391      16.034     133.058       12.96      70517.    0.5253
        0.65      0.2320      0.3694      0.1579      0.0991       0.017       3.475       3.520      12.334       0.393      15.656     129.429       12.97      70665.    0.5049
        0.74      0.2651      0.4105      0.1537      0.0993       0.017       3.480       3.427      12.352       0.393      15.244     125.842       12.98      70823.    0.4844
        0.84      0.2982      0.4488      0.1492      0.0991       0.017       3.476       3.326      12.337       0.393      14.796     122.301       12.99      70991.    0.4638
        0.93      0.3314      0.4845      0.1443      0.0987       0.016       3.460       3.217      12.282       0.391      14.310     118.810       13.00      71169.    0.4431
        1.02      0.3645      0.5175      0.1390      0.0979       0.016       3.432       3.098      12.181       0.388      13.781     115.370       13.02      71358.    0.4223
        1.12      0.3976      0.5479      0.1332      0.0967       0.016       3.389       2.970      12.029       0.383      13.210     111.981       13.04      71557.    0.4013
        1.21      0.4308      0.5759      0.1270      0.0950       0.016       3.331       2.832      11.823       0.376      12.597     108.643       13.05      71767.    0.3802
        1.30      0.4639      0.6014      0.1204      0.0929       0.016       3.257       2.685      11.562       0.368      11.944     105.346       13.07      71987.    0.3590
        1.40      0.4971      0.6243      0.1135      0.0904       0.015       3.168       2.531      11.245       0.358      11.257     102.073       13.09      72218.    0.3377
        1.49      0.5302      0.6446      0.1063      0.0874       0.015       3.064       2.369      10.876       0.346      10.538      98.802       13.12      72459.    0.3162
        1.58      0.5633      0.6620      0.0987      0.0840       0.014       2.946       2.201      10.455       0.333       9.792      95.505       13.14      72710.    0.2947
        1.67      0.5965      0.6763      0.0910      0.0802       0.013       2.813       2.028       9.985       0.318       9.023      92.146       13.16      72971.    0.2729
        1.77      0.6296      0.6871      0.0830      0.0761       0.013       2.667       1.851       9.467       0.301       8.233      88.681       13.19      73242.    0.2509
        1.86      0.6627      0.6937      0.0749      0.0715       0.012       2.508       1.670       8.903       0.283       7.426      85.056       13.22      73523.    0.2285
        1.95      0.6959      0.6953      0.0666      0.0667       0.011       2.337       1.485       8.295       0.264       6.605      81.198       13.25      73814.    0.2058
        2.05      0.7290      0.6908      0.0582      0.0615       0.010       2.154       1.298       7.647       0.243       5.775      77.007       13.28      74115.    0.1825
        2.14      0.7621      0.6784      0.0498      0.0559       0.009       1.961       1.110       6.960       0.222       4.937      72.339       13.31      74426.    0.1585
        2.23      0.7953      0.6555      0.0413      0.0501       0.008       1.757       0.921       6.237       0.199       4.097      66.977       13.34      74746.    0.1337
        2.33      0.8284      0.6176      0.0328      0.0441       0.007       1.545       0.732       5.482       0.175       3.257      60.580       13.38      75076.    0.1078
        2.42      0.8616      0.5572      0.0244      0.0378       0.006       1.324       0.545       4.700       0.150       2.422      52.561       13.41      75416.    0.0807
        2.51      0.8947      0.4605      0.0161      0.0313       0.005       1.097       0.359       3.894       0.124       1.597      41.830       13.45      75766.    0.0521
        2.60      0.9278      0.2979      0.0079      0.0247       0.004       0.865       0.177       3.069       0.098       0.785      26.096       13.49      76125.    0.0228
        2.70      0.9610     -0.0062     -0.0001      0.0179       0.003       0.628      -0.003       2.228       0.071      -0.011      -0.522       13.52      76489.    0.0000



         PROP RPM =        400

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1793      0.0919       0.036       5.730       7.106      27.118       0.647      31.609     118.861       17.24      93107.    0.6589
        0.12      0.0332      0.0632      0.1769      0.0930       0.037       5.795       7.012      27.423       0.655      31.191     115.983       17.24      93230.    0.6387
        0.25      0.0664      0.1232      0.1744      0.0940       0.037       5.857       6.911      27.718       0.662      30.740     113.090       17.25      93364.    0.6182
        0.37      0.0996      0.1801      0.1716      0.0949       0.038       5.916       6.802      27.995       0.668      30.253     110.197       17.25      93511.    0.5976
        0.50      0.1328      0.2338      0.1686      0.0958       0.038       5.969       6.683      28.247       0.674      29.726     107.314       17.26      93670.    0.5769
        0.62      0.1660      0.2845      0.1654      0.0965       0.038       6.014       6.555      28.463       0.680      29.155     104.449       17.27      93841.    0.5561
        0.75      0.1992      0.3321      0.1619      0.0971       0.038       6.051       6.415      28.635       0.684      28.534     101.612       17.28      94025.    0.5352
        0.87      0.2324      0.3768      0.1580      0.0975       0.039       6.075       6.263      28.751       0.686      27.859      98.808       17.29      94223.    0.5142
        0.99      0.2656      0.4186      0.1539      0.0976       0.039       6.086       6.099      28.801       0.688      27.126      96.043       17.31      94434.    0.4932
        1.12      0.2988      0.4575      0.1493      0.0975       0.039       6.079       5.919      28.770       0.687      26.329      93.318       17.32      94658.    0.4721
        1.24      0.3320      0.4938      0.1444      0.0971       0.038       6.053       5.724      28.645       0.684      25.461      90.638       17.34      94897.    0.4509
        1.37      0.3652      0.5274      0.1391      0.0963       0.038       6.003       5.512      28.411       0.678      24.520      88.005       17.36      95150.    0.4297
        1.49      0.3984      0.5584      0.1333      0.0951       0.038       5.928       5.283      28.055       0.670      23.501      85.418       17.38      95416.    0.4083
        1.62      0.4316      0.5869      0.1271      0.0935       0.037       5.825       5.037      27.568       0.658      22.407      82.879       17.41      95697.    0.3868
        1.74      0.4648      0.6130      0.1205      0.0914       0.036       5.695       4.776      26.949       0.643      21.243      80.380       17.43      95992.    0.3653
        1.86      0.4980      0.6366      0.1135      0.0888       0.035       5.536       4.500      26.199       0.625      20.017      77.911       17.46      96300.    0.3437
        1.99      0.5312      0.6577      0.1063      0.0858       0.034       5.350       4.212      25.320       0.604      18.736      75.455       17.49      96622.    0.3220
        2.11      0.5644      0.6760      0.0987      0.0824       0.033       5.139       3.913      24.318       0.581      17.407      72.990       17.52      96958.    0.3002
        2.24      0.5976      0.6912      0.0910      0.0786       0.031       4.902       3.605      23.196       0.554      16.036      70.493       17.55      97307.    0.2783
        2.36      0.6308      0.7031      0.0830      0.0745       0.029       4.640       3.289      21.959       0.524      14.629      67.932       17.59      97670.    0.2562
        2.49      0.6641      0.7111      0.0748      0.0699       0.028       4.355       2.966      20.612       0.492      13.192      65.266       17.62      98046.    0.2337
        2.61      0.6973      0.7143      0.0665      0.0650       0.026       4.048       2.638      19.159       0.457      11.732      62.443       17.66      98435.    0.2109
        2.73      0.7305      0.7118      0.0582      0.0597       0.024       3.720       2.305      17.606       0.420      10.254      59.390       17.70      98838.    0.1875
        2.86      0.7637      0.7016      0.0497      0.0541       0.021       3.372       1.970      15.960       0.381       8.765      55.999       17.75      99253.    0.1635
        2.98      0.7969      0.6813      0.0412      0.0482       0.019       3.007       1.635      14.228       0.340       7.271      52.108       17.79      99682.    0.1385
        3.11      0.8301      0.6462      0.0328      0.0421       0.017       2.624       1.299      12.419       0.296       5.779      47.452       17.84     100124.    0.1125
        3.23      0.8633      0.5887      0.0244      0.0357       0.014       2.228       0.966      10.543       0.252       4.298      41.567       17.88     100579.    0.0850
        3.36      0.8965      0.4936      0.0161      0.0292       0.012       1.819       0.637       8.610       0.206       2.833      33.558       17.93     101046.    0.0557
        3.48      0.9297      0.3269      0.0079      0.0225       0.009       1.401       0.313       6.631       0.158       1.394      21.429       17.98     101527.    0.0249
        3.60      0.9629     -0.0069     -0.0001      0.0156       0.006       0.975      -0.004       4.613       0.110      -0.020      -0.435       18.04     102013.    0.0000



         PROP RPM =        500

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1794      0.0907       0.070       8.832      11.111      52.249       0.998      49.420      96.450       21.55     116383.    0.6685
        0.16      0.0332      0.0642      0.1770      0.0917       0.071       8.935      10.964      52.854       1.009      48.767      94.086       21.56     116538.    0.6478
        0.31      0.0665      0.1251      0.1745      0.0928       0.072       9.034      10.806      53.440       1.021      48.063      91.711       21.56     116706.    0.6269
        0.47      0.0997      0.1827      0.1717      0.0937       0.072       9.127      10.635      53.991       1.031      47.302      89.338       21.57     116889.    0.6058
        0.62      0.1330      0.2372      0.1687      0.0946       0.073       9.212      10.449      54.492       1.041      46.479      86.976       21.57     117088.    0.5846
        0.78      0.1662      0.2885      0.1655      0.0953       0.074       9.285      10.248      54.925       1.049      45.585      84.631       21.58     117302.    0.5634
        0.93      0.1995      0.3367      0.1620      0.0959       0.074       9.343      10.030      55.271       1.056      44.615      82.311       21.60     117533.    0.5421
        1.09      0.2327      0.3819      0.1581      0.0964       0.074       9.383       9.793      55.508       1.060      43.560      80.022       21.61     117781.    0.5207
        1.24      0.2660      0.4242      0.1540      0.0965       0.075       9.401       9.535      55.614       1.062      42.413      77.767       21.63     118045.    0.4993
        1.40      0.2992      0.4636      0.1494      0.0964       0.075       9.393       9.255      55.562       1.061      41.165      75.548       21.65     118327.    0.4779
        1.56      0.3325      0.5003      0.1445      0.0960       0.074       9.352       8.949      55.326       1.057      39.807      73.370       21.68     118626.    0.4564
        1.71      0.3657      0.5343      0.1392      0.0953       0.074       9.276       8.618      54.875       1.048      38.333      71.233       21.70     118942.    0.4348
        1.87      0.3990      0.5657      0.1334      0.0941       0.073       9.159       8.259      54.184       1.035      36.737      69.139       21.73     119276.    0.4132
        2.02      0.4322      0.5947      0.1271      0.0924       0.071       8.999       7.874      53.236       1.017      35.024      67.087       21.76     119628.    0.3915
        2.18      0.4655      0.6212      0.1205      0.0903       0.070       8.795       7.465      52.028       0.994      33.202      65.074       21.79     119997.    0.3697
        2.33      0.4987      0.6453      0.1136      0.0878       0.068       8.547       7.033      50.561       0.966      31.283      63.091       21.82     120383.    0.3479
        2.49      0.5319      0.6669      0.1063      0.0848       0.065       8.256       6.582      48.842       0.933      29.278      61.126       21.86     120787.    0.3261
        2.64      0.5652      0.6858      0.0987      0.0814       0.063       7.924       6.114      46.878       0.895      27.197      59.161       21.90     121207.    0.3042
        2.80      0.5984      0.7018      0.0909      0.0776       0.060       7.553       5.632      44.678       0.853      25.052      57.178       21.94     121645.    0.2822
        2.96      0.6317      0.7145      0.0830      0.0733       0.057       7.142       5.137      42.250       0.807      22.851      55.152       21.99     122099.    0.2599
        3.11      0.6649      0.7235      0.0748      0.0687       0.053       6.695       4.632      39.603       0.756      20.604      53.053       22.03     122570.    0.2374
        3.27      0.6982      0.7280      0.0665      0.0638       0.049       6.212       4.119      36.748       0.702      18.321      50.839       22.08     123058.    0.2145
        3.42      0.7314      0.7268      0.0581      0.0585       0.045       5.696       3.599      33.695       0.644      16.010      48.453       22.13     123562.    0.1912
        3.58      0.7647      0.7184      0.0497      0.0529       0.041       5.149       3.076      30.457       0.582      13.683      45.811       22.18     124083.    0.1671
        3.73      0.7979      0.7001      0.0412      0.0470       0.036       4.573       2.552      27.049       0.517      11.349      42.784       22.24     124620.    0.1421
        3.89      0.8312      0.6675      0.0327      0.0408       0.031       3.971       2.028      23.489       0.449       9.020      39.158       22.30     125173.    0.1160
        4.04      0.8644      0.6125      0.0243      0.0344       0.027       3.346       1.508      19.795       0.378       6.707      34.551       22.36     125743.    0.0882
        4.20      0.8977      0.5192      0.0161      0.0278       0.021       2.703       0.994      15.989       0.305       4.422      28.203       22.42     126329.    0.0585
        4.35      0.9309      0.3503      0.0079      0.0210       0.016       2.044       0.489      12.094       0.231       2.176      18.349       22.48     126931.    0.0267
        4.51      0.9642     -0.0071     -0.0001      0.0141       0.011       1.372      -0.006       8.118       0.155      -0.029      -0.358       22.55     127539.    0.0000



         PROP RPM =        600

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1795      0.0898       0.120      12.590      16.006      89.373       1.422      71.196      81.232       25.87     139660.    0.6758
        0.19      0.0333      0.0649      0.1771      0.0908       0.121      12.739      15.795      90.431       1.439      70.257      79.223       25.87     139845.    0.6547
        0.37      0.0665      0.1264      0.1746      0.0919       0.123      12.883      15.568      91.455       1.456      69.244      77.207       25.87     140048.    0.6334
        0.56      0.0998      0.1847      0.1718      0.0928       0.124      13.019      15.321      92.420       1.471      68.150      75.193       25.88     140268.    0.6120
        0.75      0.1331      0.2397      0.1688      0.0937       0.125      13.143      15.055      93.298       1.485      66.964      73.189       25.89     140506.    0.5905
        0.93      0.1663      0.2915      0.1656      0.0945       0.126      13.250      14.766      94.059       1.497      65.678      71.202       25.90     140764.    0.5689
        1.12      0.1996      0.3401      0.1621      0.0951       0.127      13.336      14.451      94.669       1.507      64.280      69.238       25.92     141041.    0.5473
        1.31      0.2329      0.3857      0.1582      0.0955       0.128      13.396      14.110      95.092       1.513      62.761      67.301       25.94     141338.    0.5257
        1.49      0.2661      0.4283      0.1541      0.0957       0.128      13.423      13.738      95.287       1.517      61.109      65.396       25.96     141656.    0.5040
        1.68      0.2994      0.4681      0.1495      0.0956       0.128      13.412      13.334      95.210       1.515      59.311      63.523       25.98     141994.    0.4823
        1.87      0.3327      0.5051      0.1446      0.0952       0.127      13.356      12.895      94.812       1.509      57.355      61.686       26.01     142353.    0.4606
        2.05      0.3660      0.5394      0.1392      0.0945       0.126      13.248      12.417      94.042       1.497      55.230      59.887       26.04     142733.    0.4388
        2.24      0.3992      0.5711      0.1334      0.0933       0.125      13.081      11.900      92.856       1.478      52.930      58.126       26.07     143134.    0.4169
        2.43      0.4325      0.6004      0.1272      0.0916       0.122      12.851      11.345      91.225       1.452      50.461      56.405       26.11     143557.    0.3950
        2.61      0.4658      0.6272      0.1206      0.0895       0.120      12.557      10.754      89.141       1.419      47.834      54.720       26.15     144000.    0.3731
        2.80      0.4990      0.6517      0.1136      0.0870       0.116      12.200      10.132      86.607       1.378      45.068      53.063       26.19     144464.    0.3512
        2.99      0.5323      0.6737      0.1063      0.0840       0.112      11.782       9.482      83.635       1.331      42.178      51.426       26.23     144949.    0.3293
        3.17      0.5656      0.6931      0.0988      0.0806       0.108      11.303       8.809      80.236       1.277      39.180      49.794       26.28     145454.    0.3073
        3.36      0.5988      0.7096      0.0910      0.0768       0.102      10.766       8.114      76.426       1.216      36.089      48.152       26.33     145980.    0.2852
        3.55      0.6321      0.7231      0.0830      0.0725       0.097      10.174       7.401      72.219       1.149      32.919      46.480       26.38     146526.    0.2629
        3.74      0.6654      0.7329      0.0748      0.0679       0.091       9.527       6.673      67.631       1.076      29.682      44.754       26.44     147092.    0.2404
        3.92      0.6986      0.7383      0.0665      0.0630       0.084       8.829       5.934      62.678       0.998      26.394      42.941       26.50     147677.    0.2175
        4.11      0.7319      0.7384      0.0582      0.0576       0.077       8.083       5.186      57.381       0.913      23.067      40.993       26.56     148283.    0.1941
        4.30      0.7652      0.7315      0.0497      0.0520       0.069       7.292       4.433      51.761       0.824      19.717      38.843       26.62     148909.    0.1701
        4.48      0.7984      0.7150      0.0412      0.0461       0.061       6.458       3.678      45.845       0.730      16.358      36.384       26.69     149554.    0.1451
        4.67      0.8317      0.6845      0.0328      0.0398       0.053       5.587       2.924      39.661       0.631      13.006      33.440       26.76     150219.    0.1189
        4.86      0.8650      0.6320      0.0244      0.0334       0.045       4.683       2.176      33.245       0.529       9.679      29.688       26.83     150904.    0.0911
        5.04      0.8982      0.5411      0.0161      0.0268       0.036       3.752       1.437      26.633       0.424       6.392      24.475       26.90     151608.    0.0610
        5.23      0.9315      0.3722      0.0080      0.0200       0.027       2.799       0.711      19.866       0.316       3.163      16.236       26.98     152330.    0.0285
        5.42      0.9648     -0.0014      0.0000      0.0130       0.017       1.825      -0.002      12.955       0.206      -0.008      -0.060       27.06     153060.    0.0000



         PROP RPM =        700

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1796      0.0891       0.189      17.000      21.794     140.795       1.921      96.940      70.209       30.18     162936.    0.6816
        0.22      0.0333      0.0655      0.1772      0.0901       0.191      17.205      21.507     142.490       1.944      95.662      68.460       30.18     163153.    0.6602
        0.44      0.0666      0.1276      0.1746      0.0912       0.193      17.403      21.197     144.132       1.966      94.283      66.704       30.18     163389.    0.6386
        0.65      0.0999      0.1863      0.1719      0.0922       0.195      17.590      20.862     145.680       1.987      92.793      64.952       30.19     163646.    0.6169
        0.87      0.1332      0.2418      0.1689      0.0931       0.197      17.761      20.499     147.091       2.007      91.179      63.210       30.20     163925.    0.5951
