         14x17M                   (14x17M.dat)                                                                                                                                      
         v2022-0915                                                                                                                                                                 
         Simulation Date: 09/23/2022                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS: (Underwater)                                                                                                                                                  
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Vtip (tip speed, fps)                                                                                                                                                      
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
        0.90      0.6754      0.6391      0.1444      0.1526       0.005       3.395       1.442       4.017       0.384       6.414     162.828        6.25      43147.    0.2869  
        0.96      0.7236      0.6610      0.1380      0.1510       0.005       3.361       1.378       3.976       0.380       6.128     157.163        6.27      43403.    0.2707  
        1.02      0.7718      0.6803      0.1306      0.1482       0.005       3.298       1.304       3.901       0.373       5.802     151.653        6.29      43672.    0.2542  
        1.09      0.8201      0.6972      0.1225      0.1441       0.005       3.206       1.223       3.793       0.362       5.441     146.269        6.31      43955.    0.2374  
        1.15      0.8683      0.7114      0.1137      0.1388       0.005       3.089       1.136       3.654       0.349       5.051     140.960        6.34      44250.    0.2204  
        1.22      0.9166      0.7226      0.1045      0.1325       0.005       2.948       1.043       3.488       0.333       4.640     135.655        6.36      44557.    0.2033  
        1.28      0.9648      0.7305      0.0948      0.1252       0.004       2.786       0.947       3.296       0.315       4.211     130.269        6.39      44877.    0.1860  
        1.34      1.0130      0.7342      0.0849      0.1171       0.004       2.605       0.847       3.082       0.294       3.769     124.697        6.42      45208.    0.1685  
        1.41      1.0613      0.7328      0.0747      0.1082       0.004       2.406       0.746       2.847       0.272       3.317     118.795        6.45      45551.    0.1505  
        1.47      1.1095      0.7246      0.0643      0.0984       0.003       2.190       0.642       2.591       0.247       2.856     112.363        6.48      45906.    0.1321  
        1.53      1.1578      0.7071      0.0537      0.0880       0.003       1.958       0.537       2.316       0.221       2.387     105.089        6.51      46271.    0.1130  
        1.60      1.2060      0.6761      0.0431      0.0769       0.003       1.710       0.430       2.023       0.193       1.914      96.458        6.54      46647.    0.0928  
        1.66      1.2542      0.6236      0.0323      0.0650       0.002       1.447       0.323       1.712       0.163       1.436      85.543        6.58      47033.    0.0713  
        1.73      1.3025      0.5334      0.0215      0.0526       0.002       1.171       0.215       1.385       0.132       0.957      70.463        6.61      47430.    0.0480  
        1.79      1.3507      0.3668      0.0108      0.0396       0.001       0.881       0.107       1.043       0.100       0.478      46.719        6.65      47837.    0.0225  
        1.85      1.3989      0.0009      0.0000      0.0261       0.001       0.581       0.000       0.687       0.066       0.001       0.116        6.69      48253.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        200                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1769      0.1147       0.032      10.209       7.067      24.157       1.153      31.435     132.695       12.22      82079.    0.5177  
        0.13      0.0486      0.0732      0.1761      0.1168       0.033      10.397       7.034      24.602       1.175      31.285     129.672       12.22      82213.    0.5047  
        0.26      0.0971      0.1427      0.1752      0.1192       0.034      10.609       6.999      25.103       1.199      31.131     126.461       12.22      82369.    0.4910  
        0.39      0.1457      0.2084      0.1743      0.1218       0.034      10.842       6.962      25.655       1.225      30.968     123.092       12.23      82548.    0.4766  
        0.51      0.1942      0.2700      0.1733      0.1247       0.035      11.094       6.922      26.252       1.253      30.791     119.600       12.24      82751.    0.4618  
        0.64      0.2428      0.3274      0.1722      0.1277       0.036      11.363       6.877      26.886       1.284      30.591     116.021       12.25      82981.    0.4465  
        0.77      0.2913      0.3806      0.1709      0.1308       0.037      11.641       6.825      27.545       1.315      30.360     112.392       12.27      83239.    0.4309  
        0.90      0.3399      0.4296      0.1693      0.1340       0.038      11.922       6.764      28.211       1.347      30.087     108.750       12.29      83524.    0.4151  
        1.03      0.3884      0.4746      0.1675      0.1371       0.039      12.199       6.690      28.866       1.378      29.759     105.127       12.31      83839.    0.3990  
        1.16      0.4370      0.5158      0.1653      0.1400       0.040      12.460       6.601      29.484       1.408      29.363     101.552       12.33      84183.    0.3829  
        1.29      0.4855      0.5534      0.1626      0.1426       0.040      12.694       6.493      30.038       1.434      28.882      98.049       12.36      84556.    0.3667  
        1.42      0.5341      0.5875      0.1593      0.1448       0.041      12.888       6.363      30.495       1.456      28.301      94.636       12.39      84958.    0.3503  
        1.54      0.5826      0.6185      0.1554      0.1464       0.041      13.025       6.206      30.821       1.472      27.602      91.324       12.43      85390.    0.3339  
        1.67      0.6312      0.6465      0.1506      0.1471       0.042      13.089       6.017      30.973       1.479      26.765      88.120       12.46      85851.    0.3172  
        1.80      0.6797      0.6718      0.1451      0.1468       0.041      13.062       5.794      30.907       1.476      25.772      85.029       12.50      86340.    0.3004  
        1.93      0.7283      0.6946      0.1385      0.1452       0.041      12.925       5.533      30.584       1.460      24.610      82.053       12.54      86857.    0.2832  
        2.06      0.7768      0.7151      0.1311      0.1424       0.040      12.670       5.235      29.981       1.432      23.283      79.191       12.59      87402.    0.2659  
        2.19      0.8254      0.7333      0.1228      0.1382       0.039      12.301       4.905      29.107       1.390      21.817      76.431       12.63      87973.    0.2484  
        2.32      0.8739      0.7492      0.1139      0.1329       0.038      11.826       4.550      27.983       1.336      20.239      73.752       12.68      88570.    0.2309  
        2.45      0.9225      0.7626      0.1046      0.1265       0.036      11.256       4.176      26.634       1.272      18.575      71.120       12.73      89192.    0.2133  
        2.57      0.9710      0.7732      0.0948      0.1191       0.034      10.599       3.788      25.080       1.197      16.847      68.497       12.79      89838.    0.1956  
        2.70      1.0196      0.7803      0.0848      0.1108       0.031       9.862       3.387      23.336       1.114      15.067      65.838       12.84      90509.    0.1778  
        2.83      1.0681      0.7832      0.0746      0.1017       0.029       9.050       2.978      21.415       1.022      13.247      63.079       12.90      91202.    0.1598  
        2.96      1.1167      0.7805      0.0641      0.0918       0.026       8.166       2.562      19.323       0.923      11.395      60.132       12.97      91918.    0.1412  
        3.09      1.1652      0.7701      0.0536      0.0811       0.023       7.214       2.140      17.070       0.815       9.518      56.856       13.03      92657.    0.1221  
        3.22      1.2138      0.7479      0.0429      0.0696       0.020       6.196       1.714      14.662       0.700       7.622      53.010       13.10      93417.    0.1018  
        3.35      1.2623      0.7062      0.0322      0.0575       0.016       5.117       1.285      12.107       0.578       5.714      48.128       13.17      94199.    0.0801  
        3.48      1.3109      0.6274      0.0214      0.0447       0.013       3.979       0.855       9.416       0.450       3.802      41.176       13.24      95001.    0.0559  
        3.60      1.3594      0.4624      0.0107      0.0313       0.009       2.790       0.426       6.602       0.315       1.894      29.262       13.31      95824.    0.0280  
        3.73      1.4080     -0.0004      0.0000      0.0175       0.005       1.554       0.000       3.676       0.176      -0.001      -0.026       13.39      96663.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        300                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1772      0.1118       0.107      22.398      15.922      79.497       2.530      70.823      90.846       18.33     123118.    0.5320  
        0.19      0.0487      0.0753      0.1763      0.1140       0.109      22.825      15.848      81.015       2.579      70.492      88.728       18.33     123320.    0.5184  
        0.39      0.0974      0.1468      0.1755      0.1164       0.111      23.306      15.772      82.721       2.633      70.152      86.479       18.33     123555.    0.5040  
        0.58      0.1461      0.2142      0.1746      0.1190       0.113      23.836      15.691      84.603       2.693      69.793      84.121       18.35     123824.    0.4890  
        0.77      0.1948      0.2774      0.1736      0.1219       0.116      24.411      15.603      86.642       2.758      69.400      81.680       18.36     124131.    0.4735  
        0.97      0.2434      0.3361      0.1725      0.1249       0.119      25.020      15.503      88.806       2.827      68.958      79.180       18.38     124477.    0.4575  
        1.16      0.2921      0.3904      0.1712      0.1281       0.122      25.654      15.388      91.054       2.898      68.444      76.650       18.41     124865.    0.4412  
        1.36      0.3408      0.4404      0.1697      0.1313       0.125      26.295      15.250      93.330       2.971      67.834      74.115       18.43     125295.    0.4247  
        1.55      0.3895      0.4863      0.1679      0.1345       0.128      26.925      15.085      95.567       3.042      67.100      71.597       18.47     125770.    0.4081  
        1.74      0.4382      0.5281      0.1656      0.1374       0.131      27.521      14.885      97.681       3.109      66.210      69.118       18.50     126288.    0.3913  
        1.94      0.4869      0.5662      0.1629      0.1401       0.134      28.055      14.642      99.577       3.170      65.128      66.694       18.54     126850.    0.3745  
        2.13      0.5356      0.6008      0.1596      0.1423       0.136      28.497      14.347     101.147       3.220      63.818      64.338       18.59     127457.    0.3576  
        2.32      0.5843      0.6322      0.1557      0.1439       0.137      28.812      13.992     102.265       3.255      62.237      62.058       18.64     128108.    0.3407  
        2.52      0.6330      0.6606      0.1510      0.1446       0.138      28.961      13.566     102.793       3.272      60.342      59.860       18.69     128802.    0.3236  
        2.71      0.6817      0.6863      0.1453      0.1443       0.138      28.901      13.060     102.580       3.265      58.091      57.746       18.75     129540.    0.3063  
        2.90      0.7303      0.7096      0.1387      0.1428       0.136      28.593      12.468     101.487       3.230      55.456      55.720       18.81     130320.    0.2887  
        3.10      0.7790      0.7305      0.1312      0.1399       0.133      28.018      11.792      99.446       3.165      52.450      53.782       18.88     131141.    0.2710  
        3.29      0.8277      0.7494      0.1229      0.1357       0.129      27.182      11.045      96.480       3.071      49.129      51.925       18.95     132002.    0.2532  
        3.49      0.8764      0.7661      0.1140      0.1304       0.124      26.108      10.243      92.665       2.950      45.559      50.134       19.03     132902.    0.2355  
        3.68      0.9251      0.7806      0.1046      0.1239       0.118      24.817       9.397      88.083       2.804      41.800      48.391       19.10     133839.    0.2177  
        3.87      0.9738      0.7924      0.0948      0.1165       0.111      23.328       8.520      82.801       2.636      37.896      46.670       19.19     134814.    0.1999  
        4.07      1.0225      0.8013      0.0848      0.1082       0.103      21.657       7.617      76.869       2.447      33.879      44.943       19.27     135824.    0.1820  
        4.26      1.0712      0.8064      0.0745      0.0989       0.094      19.813       6.694      70.323       2.238      29.775      43.175       19.36     136869.    0.1639  
        4.45      1.1199      0.8066      0.0640      0.0889       0.085      17.805       5.756      63.195       2.012      25.601      41.309       19.46     137949.    0.1454  
        4.65      1.1685      0.8000      0.0535      0.0781       0.074      15.639       4.805      55.508       1.767      21.373      39.263       19.55     139062.    0.1263  
        4.84      1.2172      0.7829      0.0428      0.0665       0.063      13.323       3.846      47.289       1.505      17.106      36.886       19.65     140208.    0.1062  
        5.03      1.2659      0.7479      0.0321      0.0543       0.052      10.866       2.881      38.566       1.228      12.815      33.885       19.76     141386.    0.0844  
        5.23      1.3146      0.6778      0.0213      0.0413       0.039       8.277       1.915      29.376       0.935       8.519      29.570       19.87     142596.    0.0601  
        5.42      1.3633      0.5194      0.0106      0.0278       0.027       5.568       0.952      19.763       0.629       4.235      21.851       19.98     143835.    0.0313  
        5.62      1.4120     -0.0047      0.0000      0.0137       0.013       2.752      -0.004       9.769       0.311      -0.018      -0.193       20.09     145098.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        400                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1773      0.1102       0.249      39.232      28.328     185.664       4.432     126.004      69.204       24.43     164157.    0.5405  
        0.26      0.0487      0.0766      0.1765      0.1123       0.254      39.996      28.198     189.280       4.519     125.423      67.569       24.44     164428.    0.5265  
        0.52      0.0975      0.1492      0.1756      0.1148       0.259      40.855      28.063     193.346       4.616     124.826      65.834       24.45     164741.    0.5118  
        0.78      0.1462      0.2177      0.1748      0.1174       0.265      41.803      27.921     197.833       4.723     124.195      64.015       24.46     165100.    0.4964  
        1.03      0.1950      0.2817      0.1738      0.1203       0.272      42.830      27.766     202.693       4.839     123.504      62.133       24.48     165510.    0.4805  
        1.29      0.2437      0.3412      0.1727      0.1234       0.279      43.921      27.591     207.854       4.962     122.725      60.208       24.51     165972.    0.4641  
        1.55      0.2925      0.3962      0.1714      0.1266       0.286      45.053      27.387     213.214       5.090     121.818      58.260       24.54     166490.    0.4474  
        1.81      0.3413      0.4467      0.1699      0.1298       0.293      46.201      27.145     218.645       5.220     120.740      56.311       24.58     167066.    0.4305  
        2.07      0.3900      0.4930      0.1681      0.1329       0.300      47.329      26.852     223.983       5.347     119.440      54.377       24.62     167699.    0.4135  
        2.33      0.4387      0.5353      0.1658      0.1359       0.307      48.396      26.497     229.032       5.468     117.860      52.475       24.67     168392.    0.3964  
        2.59      0.4875      0.5737      0.1631      0.1386       0.313      49.354      26.065     233.565       5.576     115.939      50.617       24.73     169143.    0.3792  
        2.84      0.5362      0.6086      0.1599      0.1409       0.318      50.147      25.541     237.321       5.666     113.607      48.815       24.79     169954.    0.3620  
        3.10      0.5850      0.6402      0.1559      0.1425       0.322      50.715      24.908     240.005       5.730     110.793      47.073       24.85     170824.    0.3448  
        3.36      0.6337      0.6689      0.1511      0.1432       0.324      50.985      24.149     241.285       5.760     107.417      45.396       24.93     171752.    0.3274  
        3.62      0.6825      0.6948      0.1455      0.1429       0.323      50.882      23.247     240.799       5.749     103.402      43.788       25.00     172738.    0.3098  
        3.88      0.7312      0.7183      0.1389      0.1414       0.319      50.338      22.190     238.222       5.687      98.703      42.250       25.09     173779.    0.2921  
        4.14      0.7800      0.7396      0.1313      0.1385       0.313      49.316      20.985     233.388       5.572      93.343      40.783       25.18     174876.    0.2742  
        4.39      0.8288      0.7588      0.1230      0.1344       0.304      47.830      19.654     226.353       5.404      87.422      39.383       25.27     176027.    0.2562  
        4.65      0.8775      0.7760      0.1141      0.1290       0.291      45.916      18.224     217.298       5.188      81.062      38.040       25.37     177230.    0.2383  
        4.91      0.9262      0.7911      0.1046      0.1225       0.277      43.616      16.719     206.414       4.928      74.366      36.738       25.47     178482.    0.2204  
        5.17      0.9750      0.8038      0.0949      0.1151       0.260      40.963      15.156     193.856       4.628      67.415      35.462       25.58     179784.    0.2026  
        5.43      1.0237      0.8137      0.0848      0.1067       0.241      37.981      13.549     179.744       4.291      60.267      34.190       25.70     181134.    0.1847  
        5.69      1.0725      0.8203      0.0745      0.0974       0.220      34.689      11.907     164.165       3.919      52.964      32.899       25.82     182531.    0.1666  
        5.95      1.1213      0.8224      0.0641      0.0874       0.197      31.102      10.238     147.188       3.514      45.541      31.551       25.94     183974.    0.1482  
        6.20      1.1700      0.8184      0.0535      0.0765       0.173      27.232       8.549     128.874       3.077      38.024      30.087       26.07     185461.    0.1291  
        6.46      1.2188      0.8048      0.0428      0.0649       0.147      23.092       6.844     109.284       2.609      30.441      28.404       26.21     186992.    0.1090  
        6.72      1.2675      0.7749      0.0321      0.0525       0.119      18.698       5.130      88.490       2.113      22.819      26.296       26.35     188566.    0.0874  
        6.98      1.3162      0.7119      0.0214      0.0395       0.089      14.068       3.415      66.577       1.589      15.189      23.264       26.49     190182.    0.0631  
        7.24      1.3650      0.5623      0.0107      0.0259       0.059       9.224       1.705      43.653       1.042       7.586      17.720       26.64     191838.    0.0340  
        7.50      1.4138      0.0063      0.0001      0.0118       0.027       4.186       0.008      19.811       0.473       0.037       0.193       26.79     193524.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        500                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1774      0.1091       0.481      60.691      44.285     359.024       6.857     196.980      55.947       30.54     205197.    0.5464  
        0.32      0.0488      0.0775      0.1766      0.1113       0.491      61.890      44.083     366.114       6.992     196.080      54.613       30.55     205535.    0.5321  
        0.65      0.0976      0.1509      0.1757      0.1137       0.502      63.237      43.875     374.086       7.145     195.155      53.197       30.56     205927.    0.5171  
        0.97      0.1464      0.2201      0.1749      0.1164       0.513      64.725      43.655     382.886       7.313     194.176      51.714       30.58     206377.    0.5014  
        1.29      0.1952      0.2847      0.1739      0.1193       0.526      66.336      43.414     392.419       7.495     193.105      50.179       30.60     206890.    0.4852  
        1.62      0.2440      0.3448      0.1728      0.1223       0.540      68.048      43.141     402.542       7.688     191.893      48.610       30.64     207469.    0.4685  
        1.94      0.2929      0.4002      0.1715      0.1255       0.554      69.826      42.824     413.061       7.889     190.482      47.024       30.68     208118.    0.4516  
        2.26      0.3417      0.4511      0.1700      0.1288       0.568      71.627      42.447     423.718       8.092     188.803      45.437       30.72     208839.    0.4344  
        2.59      0.3905      0.4977      0.1682      0.1320       0.582      73.398      41.991     434.194       8.292     186.774      43.864       30.78     209632.    0.4171  
        2.91      0.4393      0.5402      0.1660      0.1350       0.596      75.074      41.436     444.107       8.482     184.307      42.319       30.84     210500.    0.3998  
        3.24      0.4881      0.5789      0.1633      0.1377       0.607      76.579      40.760     453.007       8.652     181.302      40.811       30.91     211441.    0.3824  
        3.56      0.5369      0.6140      0.1600      0.1399       0.617      77.826      39.940     460.385       8.793     177.653      39.349       30.99     212457.    0.3649  
        3.88      0.5857      0.6457      0.1560      0.1415       0.624      78.718      38.949     465.662       8.893     173.246      37.938       31.07     213546.    0.3475  
        4.21      0.6345      0.6745      0.1513      0.1423       0.628      79.144      37.760     468.183       8.942     167.956      36.581       31.16     214709.    0.3299  
        4.53      0.6833      0.7006      0.1456      0.1420       0.627      78.985      36.345     467.240       8.924     161.663      35.282       31.26     215944.    0.3121  
        4.85      0.7321      0.7243      0.1390      0.1405       0.620      78.132      34.689     462.194       8.827     154.295      34.041       31.36     217249.    0.2942  
        5.18      0.7810      0.7458      0.1314      0.1376       0.607      76.531      32.800     452.727       8.646     145.893      32.861       31.47     218623.    0.2762  
        5.50      0.8298      0.7653      0.1230      0.1334       0.589      74.202      30.714     438.950       8.383     136.616      31.737       31.59     220065.    0.2581  
        5.82      0.8786      0.7829      0.1141      0.1280       0.565      71.204      28.475     421.214       8.045     126.655      30.662       31.72     221571.    0.2401  
        6.15      0.9274      0.7984      0.1046      0.1215       0.536      67.599      26.118     399.890       7.637     116.173      29.624       31.85     223140.    0.2222  
        6.47      0.9762      0.8116      0.0948      0.1140       0.503      63.439      23.672     375.281       7.167     105.294      28.611       31.98     224771.    0.2043  
        6.79      1.0250      0.8223      0.0848      0.1056       0.466      58.763      21.158     347.617       6.639      94.110      27.607       32.13     226462.    0.1864  
        7.12      1.0738      0.8299      0.0745      0.0964       0.425      53.599      18.590     317.067       6.056      82.688      26.593       32.28     228212.    0.1683  
        7.44      1.1226      0.8333      0.0640      0.0862       0.381      47.969      15.980     283.766       5.420      71.079      25.542       32.43     230019.    0.1498  
        7.77      1.1714      0.8310      0.0534      0.0753       0.332      41.895      13.338     247.835       4.733      59.328      24.411       32.60     231882.    0.1308  
        8.09      1.2202      0.8199      0.0428      0.0636       0.281      35.397      10.674     209.395       3.999      47.477      23.120       32.77     233800.    0.1109  
        8.41      1.2691      0.7934      0.0320      0.0512       0.226      28.498       7.996     168.585       3.220      35.568      21.514       32.94     235772.    0.0893  
        8.74      1.3179      0.7355      0.0213      0.0382       0.168      21.228       5.317     125.578       2.398      23.651      19.205       33.12     237796.    0.0650  
        9.06      1.3667      0.5920      0.0106      0.0245       0.108      13.623       2.648      80.586       1.539      11.780      14.906       33.31     239870.    0.0356  
        9.38      1.4155     -0.0007      0.0000      0.0103       0.045       5.709      -0.001      33.775       0.645      -0.006      -0.018       33.50     241978.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        600                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.1775      0.1083       0.826      86.761      63.794     615.891       9.802     283.755      46.981       36.65     246236.    0.5507  
        0.39      0.0489      0.0781      0.1767      0.1105       0.842      88.492      63.504     628.179       9.998     282.466      45.852       36.66     246642.    0.5362  
        0.78      0.0977      0.1522      0.1758      0.1129       0.861      90.439      63.206     641.998      10.218     281.142      44.655       36.67     247113.    0.5210  
        1.17      0.1466      0.2218      0.1749      0.1156       0.881      92.587      62.891     657.251      10.460     279.740      43.401       36.69     247654.    0.5051  
        1.55      0.1954      0.2870      0.1740      0.1185       0.904      94.915      62.546     673.776      10.723     278.205      42.104       36.72     248270.    0.4887  
        1.94      0.2443      0.3474      0.1729      0.1216       0.927      97.388      62.155     691.328      11.003     276.467      40.779       36.76     248966.    0.4718  
        2.33      0.2931      0.4032      0.1716      0.1248       0.952      99.957      61.700     709.565      11.293     274.441      39.440       36.81     249746.    0.4546  
        2.72      0.3420      0.4544      0.1701      0.1280       0.976     102.560      61.157     728.044      11.587     272.027      38.101       36.87     250613.    0.4373  
        3.11      0.3909      0.5012      0.1683      0.1312       1.001     105.120      60.501     746.213      11.876     269.108      36.774       36.93     251567.    0.4198  
        3.50      0.4397      0.5439      0.1661      0.1343       1.024     107.542      59.702     763.406      12.150     265.555      35.471       37.01     252610.    0.4022  
        3.89      0.4886      0.5827      0.1634      0.1370       1.044     109.717      58.728     778.846      12.396     261.224      34.201       37.09     253741.    0.3846  
        4.28      0.5374      0.6179      0.1601      0.1392       1.062     111.520      57.546     791.646      12.599     255.963      32.970       37.18     254962.    0.3670  
        4.66      0.5863      0.6498      0.1561      0.1408       1.074     112.810      56.116     800.803      12.745     249.604      31.784       37.28     256272.    0.3494  
        5.05      0.6352      0.6787      0.1513      0.1416       1.080     113.426      54.399     805.181      12.815     241.967      30.644       37.39     257669.    0.3317  
        5.44      0.6840      0.7049      0.1456      0.1413       1.078     113.196      52.356     803.549      12.789     232.881      29.553       37.51     259154.    0.3138  
        5.83      0.7329      0.7287      0.1390      0.1398       1.066     111.964      49.964     794.802      12.650     222.241      28.513       37.64     260723.    0.2958  
        6.22      0.7817      0.7504      0.1314      0.1369       1.044     109.653      47.237     778.395      12.389     210.112      27.525       37.77     262375.    0.2776  
        6.61      0.8306      0.7701      0.1230      0.1327       1.012     106.291      44.227     754.526      12.009     196.723      26.586       37.91     264107.    0.2595  
        7.00      0.8794      0.7879      0.1140      0.1273       0.971     101.962      40.996     723.800      11.520     182.352      25.690       38.06     265918.    0.2414  
        7.38      0.9283      0.8037      0.1046      0.1208       0.921      96.758      37.597     686.854      10.932     167.233      24.828       38.22     267805.    0.2234  
        7.77      0.9772      0.8174      0.0948      0.1133       0.864      90.751      34.071     644.211      10.253     151.548      23.988       38.38     269765.    0.2055  
        8.16      1.0260      0.8287      0.0847      0.1049       0.800      83.996      30.446     596.263       9.490     135.425      23.160       38.56     271798.    0.1875  
        8.55      1.0749      0.8369      0.0744      0.0956       0.729      76.536      26.745     543.303       8.647     118.962      22.328       38.74     273901.    0.1695  
        8.94      1.1237      0.8413      0.0639      0.0854       0.651      68.402      22.984     485.565       7.728     102.233      21.470       38.93     276073.    0.1510  
